id,score,rationale,run_id
1101,1,"Person B explicitly states they have not seen Martin for a long time, which strongly implies a 'no' to meeting him lately.",20260824T093740Z_5937923c
1102,5,"Sending out an application implies active job-seeking behavior, which suggests Person B is currently doing something related to job applications, a 'yes' to being engaged in that activity.",20260824T093740Z_5937923c
1103,6,Training with Lukas at the gym strongly implies a 'yes' to exercising with him.,20260824T093740Z_5937923c
1104,6,The mention of a recent death in the family strongly implies a 'yes' to a death occurring.,20260824T093740Z_5937923c
1105,6,"Stating Paris is 1000 km away implies it is indeed far, a 'yes' to it being distant.",20260824T093740Z_5937923c
1106,6,"A six-hour drive strongly implies that it does take a long time to get to Munich, a 'yes'.",20260824T093740Z_5937923c
1107,3,"A delayed train suggests the journey is not going as planned, but it is ambiguous whether it is a 'yes' or 'no' to the journey going as planned.",20260824T093740Z_5937923c
1108,1,"There being some cereal left implies they have not finished it, a 'no' to having finished.",20260824T093740Z_5937923c
1109,1,"The essay not being due for three months implies it is not due next week, a 'no'.",20260824T093740Z_5937923c
1110,6,"The streets being congested strongly implies there is usually a lot of traffic, a 'yes'.",20260824T093740Z_5937923c
1111,1,"Megan being vegetarian strongly implies she does not eat meat, a 'no'.",20260824T093740Z_5937923c
1112,6,"John having the flu strongly implies he is sick today, a 'yes'.",20260824T093740Z_5937923c
1113,6,"Sonya running for hours every day strongly implies she trains daily, a 'yes'.",20260824T093740Z_5937923c
1114,1,"Clara just waking up strongly implies she was still sleeping, a 'no' to no longer sleeping.",20260824T093740Z_5937923c
1115,1,"The movie coming out next week implies it is not being released today, a 'no'.",20260824T093740Z_5937923c
1116,6,"Having used a drill before implies Person B has experience with it, a 'yes'.",20260824T093740Z_5937923c
1117,1,"Celebrating tonight implies the birthday party is not tomorrow, a 'no'.",20260824T093740Z_5937923c
1118,6,"Moving out tomorrow strongly implies Person B is leaving their flat soon, a 'yes'.",20260824T093740Z_5937923c
1119,6,"Always falling behind strongly implies he is a slacker, a 'yes'.",20260824T093740Z_5937923c
1120,6,"The region being famous for surfing strongly implies it is popular for that, a 'yes'.",20260824T093740Z_5937923c
1121,1,"The sea being rough implies it is not calm, a 'no'.",20260824T093740Z_5937923c
1122,1,"Working at an NGO implies not working for a corporate company, a 'no'.",20260824T093740Z_5937923c
1123,6,"Authoring many successful books strongly implies he is a writer, a 'yes'.",20260824T093740Z_5937923c
1124,1,"Still analyzing data implies not finished working on it, a 'no'.",20260824T093740Z_5937923c
1125,1,"Pandas being endangered implies there are not many left, a 'no' to many pandas being left.",20260824T093740Z_5937923c
1126,6,"Enrolling at the gym strongly implies joining a fitness studio, a 'yes'.",20260824T093740Z_5937923c
1127,1,"The thesis not being complete implies not finished writing it, a 'no'.",20260824T093740Z_5937923c
1128,6,"Hair being way too long implies Person B used to have long hair, a 'yes'.",20260824T093740Z_5937923c
1129,1,"It being a business trip implies not a vacation, a 'no'.",20260824T093740Z_5937923c
1130,1,"Needing a larger flat implies a one-room flat is not enough, a 'no'.",20260824T093740Z_5937923c
1131,6,"The deadline being tomorrow implies she has to hand in soon, a 'yes'.",20260824T093740Z_5937923c
1132,6,"Sleeping only four hours implies a short night, a 'yes'.",20260824T093740Z_5937923c
1133,1,"The offer having expired implies the flight was not discounted, a 'no'.",20260824T093740Z_5937923c
1134,6,"The cat being wounded implies it is hurt, a 'yes'.",20260824T093740Z_5937923c
1135,1,"Mark being missing implies not everyone is present, a 'no' to all being there.",20260824T093740Z_5937923c
1137,6,"Being Chinese strongly implies coming from Asia, a 'yes'.",20260824T093740Z_5937923c
1138,6,"The line going dead strongly implies hanging up, a 'yes'.",20260824T093740Z_5937923c
1139,6,"Having domestics implies someone is taking care of their house, a 'yes'.",20260824T093740Z_5937923c
1140,1,"The bar having just opened implies it has not been there long, a 'no'.",20260824T093740Z_5937923c
1141,6,"The house being full of history books implies owning many books, a 'yes'.",20260824T093740Z_5937923c
1143,1,"Only having a few guests implies it is not a large gathering, a 'no'.",20260824T093740Z_5937923c
1144,1,"Only having one week off implies not having two weeks, a 'no'.",20260824T093740Z_5937923c
1145,6,"Going to have a baby strongly implies being pregnant, a 'yes'.",20260824T093740Z_5937923c
1147,1,"Still owing money implies debts have not been paid back, a 'no'.",20260824T093740Z_5937923c
1148,1,"Only having water implies not drinking a cocktail, a 'no'.",20260824T093740Z_5937923c
1149,1,"Owning an orchard implies not having a vegetable garden, a 'no'.",20260824T093740Z_5937923c
1150,1,"Being 25 years old implies not being underage, a 'no'.",20260824T093740Z_5937923c
1151,1,"The tuition fee being expensive implies Harvard is not affordable, a 'no'.",20260824T093740Z_5937923c
1152,6,"Making a bank transfer implies she has paid, a 'yes'.",20260824T093740Z_5937923c
1153,1,"Kids not being able to swim implies they are not good at it, a 'no'.",20260824T093740Z_5937923c
1154,1,"Being healthy again implies not still having a cold, a 'no'.",20260824T093740Z_5937923c
1155,6,"People not being allowed to get closer implies it is forbidden, a 'yes'.",20260824T093740Z_5937923c
1156,6,"Watering plants regularly implies someone is taking care of them, a 'yes'.",20260824T093740Z_5937923c
1157,1,"The artist being dead by then implies not alive in the 80s, a 'no'.",20260824T093740Z_5937923c
1158,6,"The ice layer being thick implies the lake is frozen, a 'yes'.",20260824T093740Z_5937923c
1159,1,"Being in the advanced course implies not a beginner, a 'no'.",20260824T093740Z_5937923c
1160,6,"Having seen a doctor implies seeking medical advice, a 'yes'.",20260824T093740Z_5937923c
1161,1,"Going out with friends implies not staying home, a 'no'.",20260824T093740Z_5937923c
1162,6,"Voting yesterday implies there was a recent election, a 'yes'.",20260824T093740Z_5937923c
1163,6,"The car being spotless implies it is clean, a 'yes'.",20260824T093740Z_5937923c
1164,1,"Submitting a blank sheet implies not answering all questions, a 'no'.",20260824T093740Z_5937923c
1165,1,"Getting into the changing room implies not being on the tennis field, a 'no'.",20260824T093740Z_5937923c
1166,6,"Being compensated implies getting the money back, a 'yes'.",20260824T093740Z_5937923c
1167,1,"No one responding implies the house has not been sold, a 'no'.",20260824T093740Z_5937923c
1168,1,"Not playing any instrument implies not being a musician, a 'no'.",20260824T093740Z_5937923c
1169,6,"Having been in Japan implies travelling in Asia, a 'yes'.",20260824T093740Z_5937923c
1170,6,"Aiming for the mountain top implies the summit is the goal, a 'yes'.",20260824T093740Z_5937923c
1171,6,"The customer receiving it implies the package was shipped, a 'yes'.",20260824T093740Z_5937923c
1173,1,"Skipping lessons implies not attending the whole course, a 'no'.",20260824T093740Z_5937923c
1174,6,"Poor resolution implies a bad image, a 'yes'.",20260824T093740Z_5937923c
1175,6,"Graduating from medical school implies completing medical studies, a 'yes'.",20260824T093740Z_5937923c
1176,1,"It being private property implies not public, a 'no'.",20260824T093740Z_5937923c
1201,1,"Not seeing Martin for ages implies they are no longer good friends, a 'no'.",20260824T093740Z_5937923c
1202,6,"Sending out an application implies looking for a job, a 'yes'.",20260824T093740Z_5937923c
1203,6,"Training with Lukas implies knowing him, a 'yes'.",20260824T093740Z_5937923c
1204,4,"The grandfather passing away does not directly imply ownership, ambiguous.",20260824T093740Z_5937923c
1205,6,"1000 km implies it takes long to drive to Paris, a 'yes'.",20260824T093740Z_5937923c
1206,6,"A six-hour drive implies Munich is far, a 'yes'.",20260824T093740Z_5937923c
1207,1,"A delayed train implies not being home by noon, a 'no'.",20260824T093740Z_5937923c
1208,1,"Cereal being left implies not bought, a 'no'.",20260824T093740Z_5937923c
1209,1,"The essay not being due for three months implies not started, a 'no'.",20260824T093740Z_5937923c
1210,6,"Congested streets imply being late to the cinema, a 'yes'.",20260824T093740Z_5937923c
1211,1,"Being vegetarian implies not coming to a steakhouse, a 'no'.",20260824T093740Z_5937923c
1212,6,"Having the flu implies staying home, a 'yes'.",20260824T093740Z_5937923c
1213,6,"Running for hours implies registered for the marathon, a 'yes'.",20260824T093740Z_5937923c
1214,1,"Just waking up implies not having breakfast, a 'no'.",20260824T093740Z_5937923c
1215,1,"The movie coming out next week implies not seen it, a 'no'.",20260824T093740Z_5937923c
1216,6,"Using a drill before implies knowing how to use it, a 'yes'.",20260824T093740Z_5937923c
1217,1,"Celebrating implies not failing the exam, a 'no'.",20260824T093740Z_5937923c
1218,6,"Moving out implies breaking up with him, a 'yes'.",20260824T093740Z_5937923c
1219,6,"Always falling behind implies being fired, a 'yes'.",20260824T093740Z_5937923c
1220,6,"The region being famous for surfing implies big waves, a 'yes'.",20260824T093740Z_5937923c
1221,1,"The sea being rough implies not safe to swim, a 'no'.",20260824T093740Z_5937923c
1222,1,"Working at an NGO implies not making a lot of money, a 'no'.",20260824T093740Z_5937923c
1223,6,"Authoring many successful books implies being famous, a 'yes'.",20260824T093740Z_5937923c
1224,1,"Still analyzing data implies not presenting it, a 'no'.",20260824T093740Z_5937923c
