id,score,rationale,run_id
1101,1,"Person B states they have not seen Martin for ages, indicating a clear negative response to having met him lately.",20260824T093740Z_5937923c
1102,7,"Person B is currently sending out an application, which directly confirms they are doing something right now.",20260824T093740Z_5937923c
1103,7,"Person B trains with Lukas at the gym, strongly affirming that they usually exercise together.",20260824T093740Z_5937923c
1104,7,"Person B mentions his grandfather passed away recently, confirming a death in the family.",20260824T093740Z_5937923c
1105,7,"Person B states Paris is about 1000 km away, confirming it is very far.",20260824T093740Z_5937923c
1106,7,"Person B says it is a six-hour drive, which clearly indicates that it takes a long time to get to Munich.",20260824T093740Z_5937923c
1107,2,"Person B reports a train delay, implying that the journey is not going as planned (likely no).",20260824T093740Z_5937923c
1108,2,"Person B states there is still some cereal left, implying they have not finished it yet.",20260824T093740Z_5937923c
1109,1,"Person B says the essay is not due for three months, directly refuting that the deadline is next week.",20260824T093740Z_5937923c
1110,7,"Person B notes the streets are always congested with cars, confirming there is usually a lot of traffic.",20260824T093740Z_5937923c
1111,1,"Person B states Megan is vegetarian, meaning she definitely does not eat meat.",20260824T093740Z_5937923c
1112,7,"Person B says John has the flu, which confirms he is sick today.",20260824T093740Z_5937923c
1113,7,"Person B runs for hours every day, confirming that Sonya trains daily.",20260824T093740Z_5937923c
1114,1,"Person B states Clara just woke up, meaning she is no longer sleeping.",20260824T093740Z_5937923c
1115,1,"Person B says the movie comes out next week, answering no to whether it will be released today.",20260824T093740Z_5937923c
1116,7,"Person B confirms they have used a drill before, answering yes to having worked with one.",20260824T093740Z_5937923c
1117,1,"Person B is celebrating tonight, which indicates the birthday party does not take place tomorrow.",20260824T093740Z_5937923c
1118,7,"Person B is moving out tomorrow, confirming they are leaving their flat soon.",20260824T093740Z_5937923c
1119,7,"Person B notes he was always falling behind, confirming he is a slacker.",20260824T093740Z_5937923c
1120,7,"Person B states the region is famous for surfing, confirming the area is popular for something.",20260824T093740Z_5937923c
1121,1,"Person B says the sea is quite rough, answering no to whether it is calm.",20260824T093740Z_5937923c
1122,1,"Person B works at an NGO, confirming they do not work for a corporate company.",20260824T093740Z_5937923c
1123,7,"Person B states he has authored many successful books, confirming he is a writer.",20260824T093740Z_5937923c
1124,1,"Person B is still analyzing the data, indicating they are not finished working on it.",20260824T093740Z_5937923c
1125,7,"Person B confirms pandas are an endangered species, supporting the idea that many are not left (or confirming their vulnerable status).",20260824T093740Z_5937923c
1126,7,"Person B enrolled at the gym, confirming they have joined a fitness studio.",20260824T093740Z_5937923c
1127,1,"Person B states the thesis is not complete yet, answering no to whether it is finished.",20260824T093740Z_5937923c
1128,7,"Person B states their hair was way too long, confirming they used to have long hair.",20260824T093740Z_5937923c
1129,1,"Person B states it was a business trip, denying that it was a vacation to Japan.",20260824T093740Z_5937923c
1130,1,"Person B states they need a larger flat, answering no to whether a one-room flat is enough.",20260824T093740Z_5937923c
1131,7,"Person B says the deadline is tomorrow, confirming she has to hand in soon.",20260824T093740Z_5937923c
1132,7,"Person B slept only four hours, confirming they had a short night.",20260824T093740Z_5937923c
1133,1,"Person B states the offer had already expired, meaning the flight was not discounted.",20260824T093740Z_5937923c
1134,7,"Person B says the cat got wounded, confirming it is hurt.",20260824T093740Z_5937923c
1135,1,"Person B states Mark is still missing, meaning not everyone is here.",20260824T093740Z_5937923c
