id,score,rationale,run_id
1101,1,Not seeing him for ages strongly implies he has not met him lately.,20260824T093740Z_5937923c
1102,7,Saying he is sending out an application directly indicates he is doing something.,20260824T093740Z_5937923c
1103,7,Training with him at the gym directly confirms regular exercise together.,20260824T093740Z_5937923c
1104,7,A grandfather passing away is a death in the family.,20260824T093740Z_5937923c
1105,6,A distance of about 1000 km strongly suggests Paris is very far.,20260824T093740Z_5937923c
1106,6,A six hour drive strongly suggests the trip takes long.,20260824T093740Z_5937923c
1107,2,A train delay suggests the journey is not going exactly as planned.,20260824T093740Z_5937923c
1108,1,Cereal still being left means they have not finished it.,20260824T093740Z_5937923c
1109,1,A deadline three months away means it is not next week.,20260824T093740Z_5937923c
1110,7,Always congested streets strongly indicate a lot of traffic.,20260824T093740Z_5937923c
1111,1,Being vegetarian means she does not eat meat.,20260824T093740Z_5937923c
1112,7,Having the flu means he is sick.,20260824T093740Z_5937923c
1113,7,Running for hours every day confirms daily training.,20260824T093740Z_5937923c
1114,1,Just waking up means she is not still sleeping.,20260824T093740Z_5937923c
1115,1,A release next week means it is not released today.,20260824T093740Z_5937923c
1116,7,Having used a drill before confirms experience with one.,20260824T093740Z_5937923c
1117,1,Celebrating tonight means the party is not tomorrow.,20260824T093740Z_5937923c
1118,7,Moving out tomorrow means he is leaving soon.,20260824T093740Z_5937923c
1119,5,"Always falling behind suggests he may be a slacker, but it is not definitive.",20260824T093740Z_5937923c
1120,7,Being famous for surfing means the area is popular for something.,20260824T093740Z_5937923c
1121,1,A rough sea is not calm.,20260824T093740Z_5937923c
1122,1,Working at an NGO means not working for a corporate company.,20260824T093740Z_5937923c
1123,7,Authoring many successful books strongly indicates he is a writer.,20260824T093740Z_5937923c
1124,1,Still analyzing the data means the work is not finished.,20260824T093740Z_5937923c
1125,1,Endangered status implies there are not many pandas left.,20260824T093740Z_5937923c
1126,7,Enrolling at the gym confirms joining a fitness studio.,20260824T093740Z_5937923c
1127,1,The thesis not being complete means it is not finished.,20260824T093740Z_5937923c
1128,7,Saying his hair was way too long implies he used to have long hair.,20260824T093740Z_5937923c
1129,1,A business trip is not a vacation.,20260824T093740Z_5937923c
1130,1,Needing a larger flat means a one room flat is not enough.,20260824T093740Z_5937923c
1131,7,A deadline tomorrow means she has to hand it in soon.,20260824T093740Z_5937923c
1132,7,Sleeping only four hours strongly suggests a short night.,20260824T093740Z_5937923c
1133,1,An expired offer means the flight is no longer discounted.,20260824T093740Z_5937923c
1134,7,Getting wounded means the cat is hurt.,20260824T093740Z_5937923c
1135,1,Mark being missing means not everyone is here.,20260824T093740Z_5937923c
1137,7,Being Chinese means coming from Asia.,20260824T093740Z_5937923c
1138,4,"A dead line does not clearly say who hung up, so the answer is ambiguous.",20260824T093740Z_5937923c
1139,7,Having domestics means someone is taking care of the house.,20260824T093740Z_5937923c
1140,1,Just opening means the bar has not been there for long.,20260824T093740Z_5937923c
1141,7,A house full of history books strongly indicates he owns many books.,20260824T093740Z_5937923c
1143,7,Only a few guests means the gathering is small.,20260824T093740Z_5937923c
1144,1,Having only one week off means he does not have two weeks.,20260824T093740Z_5937923c
1145,7,Going to have a baby strongly implies pregnancy.,20260824T093740Z_5937923c
1147,1,Still owing money means the debts are not paid back.,20260824T093740Z_5937923c
1148,1,Only having water means he did not drink a cocktail.,20260824T093740Z_5937923c
1149,2,Owning an orchard suggests he does not have a vegetable garden.,20260824T093740Z_5937923c
1150,1,Being 25 years old means he is not underage.,20260824T093740Z_5937923c
1151,1,Extremely expensive tuition means Harvard is not affordable.,20260824T093740Z_5937923c
1152,7,A recent bank transfer strongly indicates she has paid.,20260824T093740Z_5937923c
1153,1,Not being able to swim means they are not good at swimming.,20260824T093740Z_5937923c
1154,1,Being healthy again means he no longer has a cold.,20260824T093740Z_5937923c
1155,7,People not being allowed closer means approaching is forbidden.,20260824T093740Z_5937923c
1156,7,Watering them regularly means someone took care of the plants.,20260824T093740Z_5937923c
1157,1,Being already dead by then means he was not alive in the 80s.,20260824T093740Z_5937923c
1158,7,A thick ice layer means the lake is frozen.,20260824T093740Z_5937923c
1159,1,Being in the advanced course means not attending the beginners class.,20260824T093740Z_5937923c
1160,7,Seeing a doctor means seeking medical advice.,20260824T093740Z_5937923c
1161,1,Going out with friends means he did not stay home.,20260824T093740Z_5937923c
1162,7,Voting yesterday means there was an election recently.,20260824T093740Z_5937923c
1163,7,Spotless means the car is completely clean.,20260824T093740Z_5937923c
1164,1,Submitting a blank sheet means they did not answer all questions.,20260824T093740Z_5937923c
1165,1,Just getting into the changing room means she is not out on the field.,20260824T093740Z_5937923c
1166,6,"Being compensated strongly suggests he got money back, though not explicitly.",20260824T093740Z_5937923c
1167,1,No one responding means no one answered the ad.,20260824T093740Z_5937923c
1168,2,"Not playing any instrument strongly suggests he is not a musician, though not absolute.",20260824T093740Z_5937923c
1169,7,Being in Japan for months means he has travelled in Asia.,20260824T093740Z_5937923c
1170,7,Aiming for the mountain top means the goal is the summit.,20260824T093740Z_5937923c
1171,7,The customer receiving it means he got the package.,20260824T093740Z_5937923c
1173,1,Skipping lessons means she did not attend the whole course.,20260824T093740Z_5937923c
1174,7,Poor resolution means the screen has a bad image.,20260824T093740Z_5937923c
1175,7,Graduating from medical school strongly indicates she completed medical studies.,20260824T093740Z_5937923c
1176,1,Private property means it is not a public building.,20260824T093740Z_5937923c
1201,3,"Not seeing him for ages suggests they are not still good friends, but it is not certain.",20260824T093740Z_5937923c
1202,7,Sending out an application strongly indicates looking for a job.,20260824T093740Z_5937923c
1203,7,Training with him at the gym indicates he knows Lukas.,20260824T093740Z_5937923c
1204,4,"A grandfather dying may imply inheritance, but it does not confirm the property is his.",20260824T093740Z_5937923c
1205,6,A distance of about 1000 km strongly suggests driving to Paris takes long.,20260824T093740Z_5937923c
1206,6,A six hour drive strongly suggests Munich is far.,20260824T093740Z_5937923c
1207,4,"A train delay may or may not prevent being home by noon, so it is ambiguous.",20260824T093740Z_5937923c
1208,4,Cereal being left does not clearly say whether it was bought.,20260824T093740Z_5937923c
1209,3,"The deadline being far away suggests the essay has not been started, but it is not explicit.",20260824T093740Z_5937923c
1210,5,"Always congested streets suggest they may be late, but not certainly.",20260824T093740Z_5937923c
1211,2,Being vegetarian strongly suggests she is not coming to a steak house.,20260824T093740Z_5937923c
1212,5,Having the flu strongly suggests John is staying home.,20260824T093740Z_5937923c
1213,4,Running daily does not confirm marathon registration.,20260824T093740Z_5937923c
1214,2,Just waking up strongly suggests she has not had breakfast.,20260824T093740Z_5937923c
1215,1,A release next week means he has not seen the movie yet.,20260824T093740Z_5937923c
1216,7,Having used a drill before indicates he knows how to use one.,20260824T093740Z_5937923c
1217,2,Celebrating tonight strongly suggests he did not fail the exam.,20260824T093740Z_5937923c
1218,4,Moving out does not clearly indicate a breakup.,20260824T093740Z_5937923c
1219,4,Falling behind does not clearly indicate he was fired.,20260824T093740Z_5937923c
1220,5,"Being famous for surfing suggests there are big waves, but not explicitly.",20260824T093740Z_5937923c
1221,2,A rough sea strongly suggests it is not safe to swim.,20260824T093740Z_5937923c
1222,2,Working at an NGO strongly suggests he does not make a lot of money.,20260824T093740Z_5937923c
1223,5,"Authoring successful books suggests he is famous, but not explicitly.",20260824T093740Z_5937923c
