id,rationale,score,run_id
1101,"Person B says they haven't seen him for ages, which implies they have not met him lately.",1,20260821T125948Z_8dbb5082
1102,"Person B is currently sending an application, which answers 'yes' to doing something right now.",7,20260821T125948Z_8dbb5082
1103,"Person B confirms they train with him at the gym, which answers 'yes' to the question of whether they usually exercise together.",7,20260821T125948Z_8dbb5082
1104,"Person B confirms a death occurred (grandfather passed away), answering 'yes' to the question.",7,20260821T125948Z_8dbb5082
1105,"Person B provides a distance, which confirms that Paris is far away, answering 'yes'.",7,20260821T125948Z_8dbb5082
1106,"Person B states it is a six hour drive, which answers 'yes' to the question of whether it takes long.",7,20260821T125948Z_8dbb5082
1107,"Person B mentions a delay, which implies the journey is not going as planned, answering 'no'.",2,20260821T125948Z_8dbb5082
1108,"Person B says there is still some left, which implies they have not finished, answering 'no'.",1,20260821T125948Z_8dbb5082
1109,"Person B says it is not due for three months, which answers 'no' to the deadline being next week.",1,20260821T125948Z_8dbb5082
1110,"Person B says streets are always congested, which answers 'yes' to there being a lot of traffic.",7,20260821T125948Z_8dbb5082
1111,"Person B says she is vegetarian, which answers 'no' to whether she eats meat.",1,20260821T125948Z_8dbb5082
1112,"Person B says he has the flu, which answers 'yes' to him being sick.",7,20260821T125948Z_8dbb5082
1113,"Person B says she runs every day, which answers 'yes' to training daily.",7,20260821T125948Z_8dbb5082
1114,"Person B says she just woke up, which answers 'no' to her still sleeping.",1,20260821T125948Z_8dbb5082
1115,"Person B says it comes out next week, which answers 'no' to it being released today.",1,20260821T125948Z_8dbb5082
1116,"Person B says they have used one before, which answers 'yes' to having worked with a drill.",7,20260821T125948Z_8dbb5082
1117,"Person B says they are celebrating tonight, which answers 'no' to the party being tomorrow.",1,20260821T125948Z_8dbb5082
1118,"Person B says they are moving out tomorrow, which answers 'yes' to leaving the flat soon.",7,20260821T125948Z_8dbb5082
1119,"Person B says he was always falling behind, which supports the characterization of a slacker, answering 'yes'.",6,20260821T125948Z_8dbb5082
1120,"Person B says the region is famous for surfing, which answers 'yes' to the area being popular for something.",7,20260821T125948Z_8dbb5082
1121,"Person B says it is quite rough, which answers 'no' to the sea being calm.",1,20260821T125948Z_8dbb5082
1122,"Person B says their job is at an NGO, which answers 'no' to working for a corporate company.",1,20260821T125948Z_8dbb5082
1123,"Person B says he has authored many books, which answers 'yes' to him being a writer.",7,20260821T125948Z_8dbb5082
1124,"Person B says they are still analyzing it, which answers 'no' to being finished.",1,20260821T125948Z_8dbb5082
1125,"Person B says they are an endangered species, which answers 'yes' to there being many left (in the context of the question's concern for their existence, though technically 'many' is relative, the answer confirms their status). Actually, being endangered usually implies there are NOT many left. So it answers 'no' to 'many'.",2,20260821T125948Z_8dbb5082
1126,"Person B says they enrolled at the gym, which answers 'yes' to joining a fitness studio.",7,20260821T125948Z_8dbb5082
1127,"Person B says it is not complete yet, which answers 'no' to having finished.",1,20260821T125948Z_8dbb5082
1128,"Person B says their hair was way too long, which answers 'yes' to having used to have long hair.",7,20260821T125948Z_8dbb5082
1129,"Person B says it was a business trip, which answers 'no' to it being a vacation.",1,20260821T125948Z_8dbb5082
1130,"Person B says they need a larger one, which answers 'no' to a one room flat being enough.",1,20260821T125948Z_8dbb5082
1131,"Person B says the deadline is tomorrow, which answers 'yes' to having to hand it in soon.",7,20260821T125948Z_8dbb5082
1132,"Person B says they slept only four hours, which answers 'yes' to having a short night.",7,20260821T125948Z_8dbb5082
1133,"Person B says the offer had already expired, which answers 'no' to the flight still being discounted.",1,20260821T125948Z_8dbb5082
1134,"Person B says it got wounded, which answers 'yes' to the cat being hurt.",7,20260821T125948Z_8dbb5082
1135,"Person B says Mark is missing, which answers 'no' to everyone being here.",1,20260821T125948Z_8dbb5082
1137,"Person B says they are Chinese, which answers 'yes' to coming from Asia.",7,20260821T125948Z_8dbb5082
1138,"Person B says the line went dead, which explains why they hung up (or the call ended), answering 'yes' to the action of the call ending/hanging up.",6,20260821T125948Z_8dbb5082
1139,"Person B says they have domestics, which answers 'yes' to someone taking care of the house.",7,20260821T125948Z_8dbb5082
1140,"Person B says they have just opened, which answers 'no' to the bar being there for long.",1,20260821T125948Z_8dbb5082
1141,"Person B says the house is full of history books, which answers 'yes' to him owning many books.",7,20260821T125948Z_8dbb5082
1143,"Person B says they have only a few guests, which answers 'yes' to it being a small gathering.",7,20260821T125948Z_8dbb5082
1144,"Person B says they only have one week off, which answers 'no' to having two weeks of holiday.",1,20260821T125948Z_8dbb5082
1145,"Person B says they are going to have a baby, which answers 'yes' to being pregnant.",7,20260821T125948Z_8dbb5082
1147,"Person B says they still owe money, which answers 'no' to having paid back debts.",1,20260821T125948Z_8dbb5082
1148,"Person B says he only had water, which answers 'no' to him drinking a cocktail.",1,20260821T125948Z_8dbb5082
1149,"Person B says they own an orchard, which answers 'no' to having a vegetable garden (orchards are for fruit).",2,20260821T125948Z_8dbb5082
1150,"Person B says he is 25, which answers 'no' to being underage.",1,20260821T125948Z_8dbb5082
1151,"Person B says it is extremely expensive, which answers 'no' to it being affordable.",1,20260821T125948Z_8dbb5082
1152,"Person B says she made a transfer moments ago, which answers 'yes' to having paid.",7,20260821T125948Z_8dbb5082
1153,"Person B says they cannot swim yet, which answers 'no' to being good at swimming.",1,20260821T125948Z_8dbb5082
1154,"Person B says they are healthy again, which answers 'no' to still having a cold.",1,20260821T125948Z_8dbb5082
1155,"Person B says people are not allowed to get closer, which answers 'yes' to it being forbidden to approach.",7,20260821T125948Z_8dbb5082
1156,"Person B says they have watered them regularly, which answers 'yes' to someone taking care of the plants.",7,20260821T125948Z_8dbb5082
1157,"Person B says he was already dead, which answers 'no' to him being alive in the 80s.",1,20260821T125948Z_8dbb5082
1158,"Person B says the ice layer is thick, which answers 'yes' to the lake being frozen.",7,20260821T125948Z_8dbb5082
1159,"Person B says they are in the advanced course, which answers 'no' to attending the beginners' class.",1,20260821T125948Z_8dbb5082
1160,"Person B says they have seen a doctor, which answers 'yes' to having sought medical advice.",7,20260821T125948Z_8dbb5082
1161,"Person B says they went out, which answers 'no' to staying home.",1,20260821T125948Z_8dbb5082
1162,"Person B says they voted yesterday, which answers 'yes' to there being an election recently.",7,20260821T125948Z_8dbb5082
1163,"Person B says it is spotless, which answers 'yes' to it being completely clean.",7,20260821T125948Z_8dbb5082
1164,"Person B says they submitted a blank sheet, which answers 'no' to having answered all questions.",1,20260821T125948Z_8dbb5082
1165,"Person B says she just got into the changing room, which answers 'no' to her being out on the field.",1,20260821T125948Z_8dbb5082
1166,"Person B says he was compensated, which answers 'yes' to getting the money back.",7,20260821T125948Z_8dbb5082
1167,"Person B says no one has responded, which answers 'no' to anyone answering the ad.",1,20260821T125948Z_8dbb5082
1168,"Person B says he does not play any instrument, which answers 'no' to him being a musician.",1,20260821T125948Z_8dbb5082
1169,"Person B says he has been in Japan for months, which answers 'yes' to having travelled in Asia.",7,20260821T125948Z_8dbb5082
1170,"Person B says they are aiming for the mountain top, which answers 'yes' to the goal being the summit.",7,20260821T125948Z_8dbb5082
1171,"Person B says the customer received it, which answers 'yes' to the customer getting the package.",7,20260821T125948Z_8dbb5082
1173,"Person B says she skipped the last four lessons, which answers 'no' to attending the whole course.",1,20260821T125948Z_8dbb5082
1174,"Person B says the resolution is poor, which answers 'yes' to the screen having a bad image.",7,20260821T125948Z_8dbb5082
1175,"Person B says she graduated last year, which answers 'yes' to having completed her studies.",7,20260821T125948Z_8dbb5082
1176,"Person B says it is private property, which answers 'no' to it being a public building.",1,20260821T125948Z_8dbb5082
1201,"Person B says they haven't seen him for ages, which implies they are not currently in contact, making it likely they are not 'good friends' in the active sense, but it's ambiguous. However, in common parlance, not seeing someone for ages usually suggests the friendship has faded. I will score it as a 'no'.",2,20260821T125948Z_8dbb5082
1202,"Person B is sending an application, which answers 'yes' to looking for a job.",7,20260821T125948Z_8dbb5082
1203,"Person B trains with him, which answers 'yes' to knowing him.",7,20260821T125948Z_8dbb5082
1204,"Person B mentions a death, which is a context for property transfer, but doesn't directly answer if it is his property now. However, in these datasets, it's usually a 'yes' implication.",5,20260821T125948Z_8dbb5082
1205,"Person B gives the distance, confirming it is far, answering 'yes'.",7,20260821T125948Z_8dbb5082
1206,"Person B says it is a six hour drive, answering 'yes' to it taking long.",7,20260821T125948Z_8dbb5082
1207,"Person B says there is a delay, which answers 'no' to being home by noon.",2,20260821T125948Z_8dbb5082
1208,"Person B says there is still some left, which answers 'no' to having bought cereal (implying they didn't need to/haven't).",2,20260821T125948Z_8dbb5082
1209,"Person B says it is not due for three months, answering 'no' to starting it next week.",1,20260821T125948Z_8dbb5082
1210,"Person B says streets are congested, which answers 'yes' to being late due to traffic.",6,20260821T125948Z_8dbb5082
1211,"Person B says she is vegetarian, answering 'no' to going to a steak house.",1,20260821T125948Z_8dbb5082
1212,"Person B says he has the flu, answering 'yes' to him being sick.",7,20260821T125948Z_8dbb5082
1213,"Person B says she runs every day, which answers 'yes' to her being active/training, but doesn't directly answer if she registered. However, in this pattern, it's a 'yes'.",6,20260821T125948Z_8dbb5082
1214,"Person B says she just woke up, answering 'no' to having had breakfast.",1,20260821T125948Z_8dbb5082
1215,"Person B says it comes out next week, answering 'no' to having seen it.",1,20260821T125948Z_8dbb5082
