id,score,rationale,run_id
1101,1,Not seeing Martin for ages clearly indicates they have not met lately.,20260821T125948Z_8dbb5082
1102,7,Sending an application is something Person B is doing right now.,20260821T125948Z_8dbb5082
1103,6,Training with Lukas at the gym strongly suggests they usually exercise together.,20260821T125948Z_8dbb5082
1104,7,The recent death of his grandfather confirms a death in his family.,20260821T125948Z_8dbb5082
1105,6,"A distance of about 1,000 km would ordinarily be considered very far.",20260821T125948Z_8dbb5082
1106,6,A six-hour drive ordinarily takes a long time.,20260821T125948Z_8dbb5082
1107,2,A train delay indicates the journey is not going fully as planned.,20260821T125948Z_8dbb5082
1108,1,Cereal still being left means they have not finished it.,20260821T125948Z_8dbb5082
1109,1,A deadline three months away is clearly not next week.,20260821T125948Z_8dbb5082
1110,7,Streets that are always congested clearly have a lot of traffic.,20260821T125948Z_8dbb5082
1111,1,A vegetarian does not eat meat.,20260821T125948Z_8dbb5082
1112,7,Having the flu means John is sick.,20260821T125948Z_8dbb5082
1113,7,Running for hours every day confirms daily training.,20260821T125948Z_8dbb5082
1114,1,Having just woken up means Clara is no longer sleeping.,20260821T125948Z_8dbb5082
1115,1,A release next week is not a release today.,20260821T125948Z_8dbb5082
1116,7,Having used a drill before directly confirms prior experience.,20260821T125948Z_8dbb5082
1117,1,Celebrating tonight means the party is not taking place tomorrow.,20260821T125948Z_8dbb5082
1118,7,Moving out tomorrow clearly means leaving the flat soon.,20260821T125948Z_8dbb5082
1119,6,"Always falling behind strongly characterizes him as a slacker, though it is evaluative.",20260821T125948Z_8dbb5082
1120,7,Being famous for surfing confirms the area is popular for something.,20260821T125948Z_8dbb5082
1121,1,A rough sea is not calm.,20260821T125948Z_8dbb5082
1122,1,An NGO is not ordinarily a corporate company.,20260821T125948Z_8dbb5082
1123,7,Authoring many books clearly makes him a writer.,20260821T125948Z_8dbb5082
1124,1,Still analyzing the data means the work is unfinished.,20260821T125948Z_8dbb5082
1125,6,"Being endangered strongly implies relatively few pandas remain, although no count is given.",20260821T125948Z_8dbb5082
1126,7,Enrolling at a gym is equivalent to joining a fitness studio.,20260821T125948Z_8dbb5082
1127,1,The thesis being incomplete directly means it is not finished.,20260821T125948Z_8dbb5082
1128,7,Saying the hair was excessively long confirms it used to be long.,20260821T125948Z_8dbb5082
1129,2,"Calling it a business trip suggests the trip was not for vacation, though leisure could have been incidental.",20260821T125948Z_8dbb5082
1130,1,Needing a larger flat means one room is not enough.,20260821T125948Z_8dbb5082
1131,7,A deadline tomorrow means she must hand it in soon.,20260821T125948Z_8dbb5082
1132,7,Only four hours of sleep clearly constitutes a short night.,20260821T125948Z_8dbb5082
1133,1,An expired offer means the flight was no longer discounted.,20260821T125948Z_8dbb5082
1134,7,Being wounded means the cat is hurt.,20260821T125948Z_8dbb5082
1135,1,Mark being missing means not everyone is present.,20260821T125948Z_8dbb5082
1137,7,Being Chinese confirms coming from Asia.,20260821T125948Z_8dbb5082
1138,4,The line going dead could result from hanging up or from a technical disconnection.,20260821T125948Z_8dbb5082
1139,6,Having domestic staff strongly suggests someone takes care of the house.,20260821T125948Z_8dbb5082
1140,1,Having just opened means the bar has not been there long.,20260821T125948Z_8dbb5082
1141,7,A house full of history books clearly indicates ownership of many books.,20260821T125948Z_8dbb5082
1143,7,Having only a few dinner guests describes a small gathering.,20260821T125948Z_8dbb5082
1144,1,One week off is not two weeks of holiday.,20260821T125948Z_8dbb5082
1145,7,Going to have a baby directly implies pregnancy in this context.,20260821T125948Z_8dbb5082
1147,1,Still owing the bank money means the debts have not all been repaid.,20260821T125948Z_8dbb5082
