id,score,rationale
1101,1,"B says they have not seen Martin for ages, which directly implies they have not met him lately. This is a clear negative answer."
1102,7,B says they are sending out an application right now. That directly answers that they are doing something at the moment.
1103,6,"B says they train with Lukas at the gym, which strongly suggests they usually exercise with him. It is not explicitly about frequency, but it is a strong yes."
1104,7,B states that his grandfather passed away recently. That clearly means there was a death in his family.
1105,6,"B says Paris is about 1000 km away, which strongly suggests it is very far. The exact threshold for 'very far' is subjective, but this is clearly a yes-leaning answer."
1106,6,"B says it is a six hour drive, which strongly implies it takes a long time to get to Munich. This is a strong yes."
1107,2,"B says the train has some delay, which suggests the journey is not going exactly as planned. A delay does not completely ruin the plan, but it points toward no."
1108,1,"B says there is still some cereal left, which means they have not finished it. This is a definite no."
1109,1,"B says the essay is not due for three months, so it is definitely not due next week. Clear no."
1110,7,B says the streets are always congested with cars. That directly supports that there is usually a lot of traffic.
1111,1,"B says Megan is vegetarian, which means she does not eat meat. Definite no."
1112,7,"B says John has the flu, which clearly means he is sick today. Definite yes."
1113,7,B says Sonya runs for hours every day. That directly indicates she trains daily.
1114,1,"B says Clara just woke up, so she is not still sleeping. Clear no."
1115,1,"B says the movie comes out next week, so it is not being released today. Definite no."
1116,7,B says they have used a drill before. That directly means they have worked with one.
1117,1,"B says they are celebrating tonight, not tomorrow. That means the birthday party does not take place tomorrow."
1118,6,"B says they are moving out tomorrow, which strongly implies they are leaving the flat soon. Strong yes."
1119,6,"B says he was always falling behind, which strongly suggests he is a slacker. It is an evaluative term, so not absolute, but strongly yes."
1120,7,B says the region is famous for surfing. That directly answers that the area is popular for something.
1121,1,"B says the sea is quite rough, which is the opposite of calm. Definite no."
1122,1,"B says they work at an NGO, not a corporate company. Clear no."
1123,7,B says he has authored many successful books. That clearly means he is a writer.
1124,1,"B says they are still analyzing the data, so they are not finished working on it. Definite no."
1125,2,"B says pandas are an endangered species, which suggests there are not many left. Since 'many' is somewhat subjective, this is very likely no rather than absolute."
1126,7,"B says they have enrolled at the gym, which directly means they joined a fitness studio."
1127,1,B explicitly says the thesis is not complete yet. Therefore they have not finished writing it.
1128,7,"B says their hair was way too long, which clearly implies they used to have long hair. Definite yes."
1129,1,"B says it was a business trip, not a vacation. So the answer to whether they went for vacation is no."
1130,1,"B says they need a larger flat, which means a one-room flat is not enough. Clear no."
1131,6,"B says the deadline is tomorrow, which strongly implies she has to hand it in soon. Strong yes."
1132,7,"B says they slept only four hours, which clearly indicates a short night. Definite yes."
1133,1,"B says the offer had already expired, so the flight was not still discounted. Definite no."
1134,7,"B says the cat got wounded, which directly means it is hurt. Definite yes."
1135,1,"B says Mark is still missing, so not everyone is here. Clear no."
1137,7,"B says they are Chinese, which means they come from Asia. Definite yes."
1138,4,"B says the line went dead, which could mean the call ended, but it does not clearly say whether B intentionally hung up. This is ambiguous."
1139,6,"B says they have domestics, which strongly suggests someone is taking care of the house. Strong yes."
1140,1,"B says the bar has just opened, so it has not been there for long. Definite no."
1141,7,"B says his house is full of history books, which clearly indicates he owns many books. Definite yes."
1143,6,"B says they have only a few guests over for dinner, which strongly suggests a small gathering. Strong yes."
1144,1,"B says they only have one week off work, not two weeks of holiday. Clear no."
1145,7,"B says they are going to have a baby, which clearly implies pregnancy. Definite yes."
1147,1,"B says they still owe the bank some money, so they have not paid back their debts. Definite no."
1148,1,"B says he only had water, so he did not drink a cocktail tonight. Clear no."
1149,3,"B says they own an orchard, which is about fruit trees, not vegetables. That suggests no to having a vegetable garden, though it does not completely rule one out."
1150,1,"B says the son is 25 years old, so he is not underage. Definite no."
1151,1,"B says Harvard's tuition is extremely expensive, which implies it is not affordable. Clear no."
1152,7,"B says she made a bank transfer a few moments ago, which directly indicates she has paid. Definite yes."
1153,1,"B says the kids cannot swim yet, so they are not good at swimming. Definite no."
1154,1,"B says they are healthy again, so they do not still have a cold. Clear no."
1155,7,"B says people are not allowed to get closer, which directly means it is forbidden to approach the area. Definite yes."
1156,7,"B says they have watered the plants regularly, which directly means someone took care of them. Definite yes."
1157,1,"B says he was already dead by then, so he was not still alive in the 80s. Definite no."
1158,7,"B says the ice layer is quite thick, which clearly implies the lake is frozen. Definite yes."
1159,1,"B says they are in the advanced course, not the beginners' class. Clear no."
1160,7,"B says they have seen a doctor, which directly means they sought medical advice. Definite yes."
1161,1,"B says they went out with friends, so they did not stay home last night. Definite no."
