id,score,rationale
1101,1,"B says they have not seen Martin for ages, which directly contradicts having met him lately. This is a clear no."
1102,7,"B says they are sending out an application right now, which directly answers that they are doing something now. This is definitely yes."
1103,6,"Training with Lukas at the gym strongly implies they usually exercise with him. It does not explicitly say 'usually,' but it is very likely yes."
1104,7,"B states that his grandfather passed away recently, which clearly means there was a death in his family. This is definitely yes."
1105,6,"Being about 1000 km away strongly suggests Paris is very far from here. The exact threshold for 'very far' is subjective, but this is very likely yes."
1106,6,A six-hour drive strongly suggests it takes a long time to get to Munich. This is very likely yes.
1107,2,"If the train has some delay, the journey is not going exactly as planned. There may be minor ambiguity if the delay is small, but it points to no."
1108,1,"If there is still some cereal left, then they have not finished it. This is definitely no."
1109,1,"If the essay is not due for three months, then the deadline is not next week. This is definitely no."
1110,7,"B says the streets are always congested with cars, which directly indicates there is usually a lot of traffic. Definitely yes."
1111,1,Being vegetarian means Megan does not eat meat. This is definitely no.
1112,7,Having the flu clearly means John is sick today. Definitely yes.
1113,7,Running for hours every day directly supports that Sonya trains daily. Definitely yes.
1114,1,"If Clara just woke up, she is no longer still sleeping. Definitely no."
1115,1,"If the movie comes out next week, it is not being released today. Definitely no."
1116,7,"B says they have used a drill before, which directly means they have worked with one. Definitely yes."
1117,1,Celebrating tonight means the party is not tomorrow. Definitely no.
1118,6,Moving out tomorrow strongly implies leaving the flat soon. Very likely yes.
1119,6,"Always falling behind strongly suggests he is a slacker. It is an evaluative term, so not absolute, but very likely yes."
1120,7,"If the region is famous for surfing, then the area is clearly popular for something. Definitely yes."
1121,1,"B says the sea is quite rough, which is the opposite of calm. Definitely no."
1122,1,Working at an NGO means not working for a corporate company. Definitely no.
1123,7,Authoring many successful books clearly means he is a writer. Definitely yes.
1124,1,Still analyzing the data means the work is not finished yet. Definitely no.
1125,6,Being an endangered species strongly suggests there are not many pandas left. Very likely yes.
1126,7,Enrolling at the gym means joining a fitness studio. Definitely yes.
1127,1,Saying the thesis is not complete yet directly means it has not been finished. Definitely no.
1128,7,Saying their hair was way too long directly supports that they used to have long hair. Definitely yes.
1129,3,"B says the trip was for business, which does not rule out that they went to Japan, only that it was not for vacation. So it somewhat suggests no to the vacation framing."
1130,1,Needing a larger flat means a one-room flat is not enough. Definitely no.
1131,6,"If the deadline is tomorrow, she does have to hand it in soon. Very likely yes."
1132,7,Sleeping only four hours clearly indicates a short night. Definitely yes.
