id,score,rationale,run_id
1101,1,Not seeing him for ages implies no recent meeting.,20260824T093740Z_5937923c
1102,7,Sending an application confirms doing something now.,20260824T093740Z_5937923c
1103,6,Training together at the gym implies regular exercise with him.,20260824T093740Z_5937923c
1104,7,Grandfather's death confirms a death in the family.,20260824T093740Z_5937923c
1105,6,1000 km confirms it is far.,20260824T093740Z_5937923c
1106,6,A six hour drive confirms it takes long.,20260824T093740Z_5937923c
1107,2,Train delay means journey is not going as planned.,20260824T093740Z_5937923c
1108,2,Cereal left means they haven't finished it.,20260824T093740Z_5937923c
1109,1,Deadline in three months means not next week.,20260824T093740Z_5937923c
1110,7,Always congested confirms heavy traffic.,20260824T093740Z_5937923c
1111,1,Vegetarian means she doesn't eat meat.,20260824T093740Z_5937923c
1112,7,Flu confirms being sick.,20260824T093740Z_5937923c
1113,7,Running hours daily confirms daily training.,20260824T093740Z_5937923c
1114,1,Just woke up means not still sleeping.,20260824T093740Z_5937923c
1115,1,Next week release means not today.,20260824T093740Z_5937923c
1116,6,Used one before confirms experience.,20260824T093740Z_5937923c
1117,2,Celebrating tonight implies party isn't tomorrow.,20260824T093740Z_5937923c
1118,6,Moving out tomorrow confirms leaving soon.,20260824T093740Z_5937923c
1119,6,Falling behind implies slacking.,20260824T093740Z_5937923c
1120,7,Famous for surfing confirms popularity.,20260824T093740Z_5937923c
1121,1,Rough sea contradicts calmness.,20260824T093740Z_5937923c
1122,1,NGO job implies not corporate.,20260824T093740Z_5937923c
1123,7,Authoring books confirms being a writer.,20260824T093740Z_5937923c
1124,1,Still analyzing means not finished.,20260824T093740Z_5937923c
1125,2,Endangered species implies few left.,20260824T093740Z_5937923c
1126,7,Enrolled at gym confirms joining fitness studio.,20260824T093740Z_5937923c
1127,1,Thesis incomplete means not finished.,20260824T093740Z_5937923c
1128,6,Confirms past long hair.,20260824T093740Z_5937923c
1129,1,Business trip implies not vacation.,20260824T093740Z_5937923c
1130,1,Needing larger flat implies one room isn't enough.,20260824T093740Z_5937923c
1131,7,Deadline tomorrow confirms urgency.,20260824T093740Z_5937923c
1132,6,Four hours sleep confirms short night.,20260824T093740Z_5937923c
1133,1,Expired offer means no discount.,20260824T093740Z_5937923c
1134,7,Wounded confirms hurt cat.,20260824T093740Z_5937923c
1135,1,Mark missing means not everyone present.,20260824T093740Z_5937923c
1137,7,Chinese confirms Asian origin.,20260824T093740Z_5937923c
1138,4,Line going dead is ambiguous about intentional hang up.,20260824T093740Z_5937923c
1139,6,Domestics imply someone cares for house.,20260824T093740Z_5937923c
1140,1,Just opened means not long-standing.,20260824T093740Z_5937923c
1141,7,House full of books confirms owning many.,20260824T093740Z_5937923c
1143,6,Few guests confirms a small gathering.,20260824T093740Z_5937923c
1144,1,Only one week off contradicts two weeks.,20260824T093740Z_5937923c
1145,7,Having a baby confirms pregnancy.,20260824T093740Z_5937923c
1147,1,Owing money means debts not repaid.,20260824T093740Z_5937923c
1148,1,Only water means no cocktail.,20260824T093740Z_5937923c
1149,2,"Orchard implies fruit trees, not vegetable garden.",20260824T093740Z_5937923c
1150,1,Age 25 means not underage.,20260824T093740Z_5937923c
1151,1,Expensive tuition means not affordable.,20260824T093740Z_5937923c
1152,7,Bank transfer confirms payment.,20260824T093740Z_5937923c
1153,1,Cannot swim means not good at swimming.,20260824T093740Z_5937923c
1154,1,Healthy again means cold is gone.,20260824T093740Z_5937923c
1155,7,Not allowed to approach confirms restriction.,20260824T093740Z_5937923c
1156,7,Regular watering confirms care taken.,20260824T093740Z_5937923c
1157,1,Already dead contradicts being alive.,20260824T093740Z_5937923c
1158,7,Thick ice confirms frozen lake.,20260824T093740Z_5937923c
1159,1,Advanced course means not beginner class.,20260824T093740Z_5937923c
1160,7,Seeing a doctor confirms seeking medical advice.,20260824T093740Z_5937923c
1161,1,Went out contradicts staying home.,20260824T093740Z_5937923c
1162,7,Voting confirms recent election.,20260824T093740Z_5937923c
1163,7,Spotless confirms cleanliness.,20260824T093740Z_5937923c
1164,1,Blank sheet means questions not answered.,20260824T093740Z_5937923c
1165,2,Changing room suggests not yet on the field.,20260824T093740Z_5937923c
1166,6,Compensated implies money returned.,20260824T093740Z_5937923c
1167,1,No response means no one answered.,20260824T093740Z_5937923c
1168,1,No instrument means not a musician.,20260824T093740Z_5937923c
1169,7,Time in Japan confirms travel in Asia.,20260824T093740Z_5937923c
1170,7,Aiming for mountain top confirms summit goal.,20260824T093740Z_5937923c
1171,7,Received confirms getting package.,20260824T093740Z_5937923c
1173,1,Skipped lessons means not full attendance.,20260824T093740Z_5937923c
1174,7,Poor resolution confirms bad image.,20260824T093740Z_5937923c
1175,7,Graduated confirms completed studies.,20260824T093740Z_5937923c
1176,1,Private property means not public.,20260824T093740Z_5937923c
1201,2,Not seeing him for ages suggests weakened friendship.,20260824T093740Z_5937923c
