id,score,rationale
1101,1,"B says they have not seen Martin for ages, which directly contradicts having met him lately. This is a clear no."
1102,7,"B says they are sending out an application right now, which directly answers that they are doing something now. This is definitely yes."
1103,6,"Training with Lukas at the gym strongly implies they usually exercise with him. It does not explicitly say 'usually,' but it is very likely yes."
1104,7,"B states that his grandfather passed away recently, which is clearly a death in his family. This is definitely yes."
1105,5,"Being about 1000 km away suggests Paris is far from here. The exact threshold for 'very far' is subjective, but it leans yes."
1106,6,A six hour drive generally counts as taking a long time. This strongly supports yes.
1107,2,"A train delay suggests the journey is not going exactly as planned. It is not a direct contradiction of the whole journey, but it strongly leans no."
1108,1,"If there is still some cereal left, then they have not finished it. This is definitely no."
1109,1,"If the essay is not due for three months, then it is not due next week. This is definitely no."
1110,7,"B says the streets are always congested with cars, which directly indicates there is usually a lot of traffic. Definitely yes."
1111,1,Being vegetarian means Megan does not eat meat. This is definitely no.
1112,7,Having the flu means John is sick today. This is definitely yes.
1113,7,Running for hours every day directly supports that Sonya trains daily. Definitely yes.
1114,1,"If Clara just woke up, she is no longer still sleeping. This is definitely no."
1115,1,"If the movie comes out next week, it is not being released today. Definitely no."
1116,7,Saying 'I have used one before' directly confirms prior experience with a drill. Definitely yes.
1117,1,Celebrating tonight means the party is not tomorrow. This is definitely no.
1118,6,"Moving out tomorrow strongly implies leaving the flat soon. It is not immediate, but very likely yes."
1119,6,"Always falling behind strongly suggests he is a slacker. It is an evaluative term, but the implication is strong."
1120,7,Being famous for surfing clearly means the area is popular for something. Definitely yes.
1121,1,"If the sea is quite rough, then it is not calm. Definitely no."
1122,1,Working at an NGO means not working for a corporate company. Definitely no.
1123,7,Having authored many successful books clearly means he is a writer. Definitely yes.
1124,1,Still analyzing the data means the work is not finished. Definitely no.
1125,6,Being an endangered species strongly implies there are not many pandas left. Very likely yes.
1126,7,Enrolling at the gym directly indicates joining a fitness studio. Definitely yes.
1127,1,Saying the thesis is not complete yet directly means it has not been finished. Definitely no.
1128,7,Saying the hair was way too long clearly confirms it used to be long. Definitely yes.
1129,3,"B says the trip was for business, which does not rule out that it was still in Japan. It weakly suggests the answer is no to 'for vacation,' but not with certainty."
1130,1,Needing a larger flat directly implies a one-room flat is not enough. Definitely no.
1131,6,"If the deadline is tomorrow, then she does have to hand it in soon. Very likely yes."
1132,7,Sleeping only four hours clearly indicates a short night. Definitely yes.
1133,1,"If the offer had already expired, the flight was no longer discounted. Definitely no."
