id,score,rationale
1101,2,Not seeing Martin for ages strongly implies the answer is no to having met him lately.
1102,5,"Sending out an application suggests the person is currently occupied, so it likely answers yes to doing something right now."
1103,6,Training with Lukas at the gym directly supports that they usually exercise together.
1104,7,Saying his grandfather passed away recently clearly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly confirms it is very far.
1106,7,A six hour drive clearly indicates that it takes long to get to Munich.
1107,2,"A delay means the journey is not going as planned, so this is likely no."
1108,2,Saying there is still some left means they have not finished their cereal.
1109,1,"If it is not due for three months, then the deadline is definitely not next week."
1110,7,Always congested with cars directly confirms there is usually a lot of traffic.
1111,7,Being vegetarian means she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates daily training.
1114,1,Just waking up means she is not still sleeping.
1115,2,"If it comes out next week, it is not being released today."
1116,6,Having used a drill before strongly suggests yes to ever having worked with one.
1117,2,"Celebrating tonight suggests the party is not tomorrow, so likely no."
1118,6,Moving out tomorrow implies leaving the flat soon.
1119,6,Always falling behind strongly suggests he is a slacker.
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so this is definitely no."
1122,1,Working at an NGO is not working for a corporate company.
1123,7,Authoring many successful books clearly means he is a writer.
1124,2,Still analyzing it means the data work is not finished.
1125,7,Calling pandas an endangered species directly supports that there are not many left.
1126,6,Enrolling at the gym strongly suggests joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long implies it used to be long.
1129,1,"A business trip is not a vacation, so this is likely no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, then she has to hand it in soon."
1132,7,Sleeping only four hours clearly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly answers yes to being hurt.
1135,2,Mark is still missing means not all are here.
1137,6,"Being Chinese strongly suggests coming from Asia, though it is not logically guaranteed."
1138,4,"The line went dead suggests the call ended, but it is somewhat indirect and could be interpreted in different ways."
1139,5,"Having domestics suggests someone takes care of the house, so likely yes."
1140,2,Just opened means it has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,6,Only a few guests over for dinner indicates a small gathering.
1144,2,Only one week off work means they do not have two weeks of holiday.
1145,7,Going to have a baby clearly implies pregnancy.
1147,2,Still owing the bank money means debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,Owning an orchard is not the same as having a vegetable garden.
1150,1,Being 25 years old means he is not underage.
1151,2,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago clearly means she has paid them.
1153,2,Cannot swim yet means the kids are not good at swimming.
1154,7,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly answers that it is forbidden to approach.
1156,6,Watering them regularly strongly suggests someone took care of the plants.
1157,1,"If he was already dead by then, he was not alive in the 80s."
1158,6,A thick ice layer strongly suggests the lake is frozen.
1159,1,Being in the advanced course means she is not a beginner.
1160,6,Seeing a doctor strongly suggests seeking medical advice.
1161,1,Going out with friends means he did not stay home.
1162,6,Voting yesterday strongly suggests there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer the questions.
1165,1,Getting into the changing room means she is not out on the tennis field.
1166,6,Being compensated strongly suggests he got the money back.
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician.
1169,5,"Being in Japan for several months suggests he has travelled in Asia, though the wording is not fully explicit."
1170,6,Aiming for the mountain top strongly suggests the goal is the summit.
1171,7,The customer received it directly answers yes.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,A really poor resolution strongly suggests the screen has a bad image.
1175,7,Graduating from medical school last year clearly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,Sending out an application suggests looking for a job.
1203,6,Training with Lukas at the gym strongly suggests knowing him.
1204,4,"His grandfather passing away recently is related to ownership, but it does not clearly answer whether it is his property now."
1205,7,Being about 1000 km away directly indicates it takes long to drive to Paris.
1206,7,A six hour drive directly indicates Munich is far.
1207,2,A train delay suggests he will not be home by noon.
1208,2,There is still some left means cereal has not been bought or at least not finished; it does not support having bought cereal.
1209,1,"If it is not due for three months, then they likely have not started writing the essay yet."
1210,6,Congested streets strongly suggest they will be late to the cinema.
1211,1,Being vegetarian means she is unlikely to come to a steak house.
1212,7,Having the flu directly supports that John is staying home.
1213,6,Running for hours every day strongly suggests she has registered for the marathon.
1214,1,Just woke up means she did not have breakfast already.
1215,1,"If it comes out next week, then he has not seen the movie yet."
1216,6,Having used one before strongly suggests knowing how to use a drill.
1217,2,Celebrating tonight suggests he did not fail the exam.
1218,2,"Moving out tomorrow suggests breaking up, but it is not explicit."
1219,6,Always falling behind strongly suggests he was fired.
1220,6,Being famous for surfing strongly suggests there are big waves.
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually implies not making a lot of money.
1223,6,Authoring many successful books strongly suggests he is famous.
1224,1,Still analyzing it means it was not presented at the meeting.
1225,2,Endangered species means hunting pandas is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, so likely yes."
1227,1,"If the thesis is not complete yet, she has not graduated."
1228,2,Saying the hair was way too long suggests it was not cut.
1229,1,A business trip suggests there was not time for sightseeing.
1230,1,Needing a larger one means he did not buy that one-room flat.
1231,6,A deadline tomorrow strongly suggests she is stressed about the project.
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight."
1234,7,Got wounded directly answers yes to being hurt.
1235,1,Mark is still missing means we are not ready to go.
1237,5,"Being Chinese suggests an ability to cook Cantonese rice, but it is not certain."
1238,4,"The line went dead suggests the conversation ended, but it does not clearly answer whether the issue was told to him."
1239,5,"Having domestics suggests the house is tidy, though it is not a direct statement."
1240,2,They have just opened means the bar has not been tried yet.
1241,6,A house full of history books strongly suggests a passion for history.
1243,6,Only a few guests over for dinner suggests the saucepan is big enough.
1244,2,Only one week off work means they will not take a two weeks trip.
1245,7,Going to have a baby clearly implies avoiding alcohol.
1247,2,Still owing the bank money means no new loan has been paid off; it does not support getting a new loan.
1248,1,Only had water means he was not drunk.
1249,1,Owning an orchard is not the same as buying fruit in the supermarket.
1250,1,Being 25 years old means he is not at elementary school age.
1251,2,Extremely expensive tuition means Harvard is likely not an option.
1252,7,A bank transfer a few moments ago directly indicates she accepted the deal.
1253,1,Cannot swim yet means the kids did not go to the swimming pool for swimming.
1254,7,Being healthy again means she is no longer taking the pills.
1255,7,Not allowed to get closer directly indicates the area is contaminated or restricted.
1256,6,Watering them regularly strongly suggests the plants are still alive.
1257,1,"If he was already dead by then, the artwork could not have been created by him in 1981."
1258,6,A thick ice layer strongly suggests it is ice skating season.
1259,1,Being in the advanced course means she is not a beginner.
1260,6,Seeing a doctor strongly suggests having been sick.
1261,1,Going out with friends means he did not go to bed early.
1262,6,Voting yesterday strongly suggests the members could elect a representative.
1263,7,Spotless directly means the car is back clean.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Being in the changing room means she is not yet dressed for the tennis game.
1266,6,Being compensated strongly suggests he settled the lawsuit.
1267,1,No one has responded means the house has not been sold.
1268,1,Not playing any instrument means he is not part of a marching band.
1269,5,"Being in Japan for several months suggests he has tried sushi, but it is not certain."
1270,6,Aiming for the mountain top strongly suggests the route is uphill.
1271,7,The customer received it directly answers yes.
1273,1,Skipping the last four lessons means she is not very dedicated to the course.
1274,5,"A really poor monitor resolution could cause eye strain, so this is somewhat likely yes."
1275,7,Graduating from medical school clearly means she is a medical doctor.
1276,1,"Private property means he has not been inside that building, or at least not legally."
2101,5,"Needing to revise topics suggests yes, they have to study for the test."
2102,5,"An interesting new movie suggests something has come out recently, but it is not fully explicit."
2103,7,Quite chilly directly answers yes to it being cold.
2105,5,"Having heard good things about the book suggests some knowledge of the novel, though not direct knowledge."
2106,6,Pulling a muscle last time strongly suggests getting injured at yoga class.
2107,6,Not being able to find the phone strongly suggests it has been lost.
2108,7,Minus 20 degrees clearly means it is cold outside.
2109,7,Having just entered a church directly answers yes.
2110,6,Training very hard strongly suggests workouts are usually difficult.
2113,5,"Working on an exhausting task suggests yes, but it is not a direct answer to whether they were working today."
2114,2,"Not bringing a bikini suggests no swimming gear, so likely no."
2115,1,Not having time directly means not free at the moment.
2116,1,Watching it last month means not yesterday.
2117,1,Being on a diet suggests not eating more than usual.
2118,1,Being Muslim means she does not practise Hinduism.
2119,7,Head spinning after beers clearly indicates not feeling ok.
2120,1,Very tired means not feeling energetic.
2121,1,Being broke means they do not have money saved up.
2122,6,Having used one already in the past strongly suggests yes to first experience with a chainsaw.
2123,1,11 p.m. means it is not morning in Los Angeles.
2124,1,Having a hangover means not feeling good.
2125,1,Being diabetic means not free of chronic disease.
2127,1,Usually getting seasick means not feeling well on boats.
2128,7,Saying the toothache is gone directly answers yes to the pain having stopped.
2129,5,Several bus stops before the destination suggests there are many stations on the way.
2130,2,Should not staple them means it is not allowed to staple the documents.
2131,7,Very light directly answers that the luggage does not weigh much.
2132,7,"Having to get up at 5 am directly means yes, they need to wake up early tomorrow."
2134,1,French being the native language means Spanish is not the mother tongue.
2135,7,Does not work directly means the remote is unusable.
2136,7,Wolves being very common here directly answers yes to wild animals in the region.
2137,2,Only having cacti means there are no trees in the garden.
2138,7,Needing it for travelling directly supports that the passport is necessary for taking the plane.
2139,1,Having a sandwich means they did not bring pie for lunch.
2140,5,Having to go out soon suggests the kids are about to leave.
2141,7,Starving directly answers yes to already being hungry.
2144,7,Drinking tea all the time directly answers yes to often consuming hot drinks.
