id,score,rationale
1101,2,Not seeing Martin for ages strongly suggests the answer is no to having met him lately.
1102,2,"Sending out an application implies the person is occupied with job searching, not doing something else in the usual sense, so it is likely a no to the immediate activity question."
1103,6,Training with him at the gym directly supports that they usually exercise together.
1104,7,Saying his grandfather passed away recently clearly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly answers that it is far.
1106,7,A six hour drive clearly indicates it takes a long time to get there.
1107,2,"A train delay suggests the journey is not going as planned, so this is likely no."
1108,2,"If there is still some cereal left, then they have not finished it."
1109,1,"If it is not due for three months, then the deadline is definitely not next week."
1110,7,Always congested with cars directly confirms there is usually a lot of traffic.
1111,7,Being vegetarian means she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates she trains daily.
1114,1,"If she just woke up, she is not still sleeping."
1115,2,"If it comes out next week, it is not being released today."
1116,6,Having used a drill before is a strong yes to ever having worked with one.
1117,2,"Celebrating tonight suggests the party is tonight, not tomorrow."
1118,6,Moving out tomorrow strongly implies leaving the flat soon.
1119,6,Always falling behind is strong evidence of being a slacker.
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so this is definitely no."
1122,1,Working at an NGO means not working for a corporate company.
1123,7,Authoring many successful books clearly means he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,7,An endangered species implies there are very few pandas left.
1126,6,Enrolling at the gym strongly suggests joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long strongly suggests it used to be long.
1129,3,"A business trip does not rule out Japan, but it does not confirm vacation either, so it leans no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, then she does have to hand it in soon."
1132,7,Sleeping only four hours clearly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly answers that the cat is hurt.
1135,2,"If Mark is still missing, then not everyone is there."
1137,6,"Being Chinese strongly suggests coming from Asia, though it is not absolutely guaranteed."
1138,2,"The line went dead suggests the call ended, so likely yes to hanging up, but the wording is indirect and slightly less certain."
1139,5,"Having domestics suggests someone takes care of the house, so this is likely yes."
1140,2,Just opened means it has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,6,Only a few guests over for dinner indicates a small gathering.
1144,1,Only one week off work means not two weeks of holiday.
1145,7,Going to have a baby is a clear yes to being pregnant.
1147,1,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"Owning an orchard does not imply having a vegetable garden, so this is likely no."
1150,1,Being 25 years old means he is not underage.
1151,1,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago clearly means she has paid.
1153,1,Cannot swim yet means they are not good at swimming.
1154,1,Being healthy again means she no longer has a cold.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,6,Watered them regularly strongly suggests someone took care of the plants.
1157,1,Already dead by then means he was not alive in the 80s.
1158,6,A thick ice layer strongly suggests the lake is frozen.
1159,1,Being in the advanced course means she is not a beginner.
1160,6,Seeing a doctor is a strong sign of seeking medical advice.
1161,1,Going out with friends means he did not stay home.
1162,6,Voting yesterday strongly suggests there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer the questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,6,Being compensated strongly suggests he got the money back.
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician.
1169,5,"Being in Japan for several months suggests travel in Asia, but it is not fully explicit."
1170,7,Aiming for the mountain top directly matches the summit as the goal.
1171,7,The customer received it directly means the package was delivered.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,Poor resolution strongly suggests the screen has a bad image.
1175,7,Graduating from medical school last year clearly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,"Sending out an application suggests job searching, so likely yes."
1203,5,"Training with Lukas at the gym suggests they know each other, but it does not fully prove it."
1204,4,"The grandfather passing away recently may relate to inheritance, but it does not clearly answer whether it is his property now."
1205,7,Being about 1000 km away directly means it takes long to drive there.
1206,7,A six hour drive directly indicates Munich is far.
1207,2,A train delay suggests he will not be home by noon.
1208,2,"There is still some left implies they have not bought cereal yet or at least not finished it, so likely no."
1209,1,"If it is not due for three months, then they have not started writing because of the deadline question; the answer points away from yes."
1210,5,"Always congested with cars suggests traffic may make them late, so likely yes."
1211,1,"Being vegetarian means she is unlikely to come to a steak house, so no."
1212,7,Having the flu clearly means John is staying home.
1213,5,"Running for hours every day suggests she has registered for the marathon, but it is not explicit."
1214,1,Just woke up means she did not have breakfast already.
1215,1,"If it comes out next week, he has not seen that movie yet."
1216,6,Having used one before strongly suggests he knows how to use a drill.
1217,1,Celebrating tonight is inconsistent with having failed the exam.
1218,2,"Moving out tomorrow suggests breaking up, but it is not certain."
1219,5,"Always falling behind suggests he may have been fired, but it is indirect."
1220,5,"Being famous for surfing suggests there are big waves, but it is not explicit."
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually means not making a lot of money.
1223,6,Authoring many successful books strongly suggests he is famous.
1224,1,Still analyzing it means he did not present the data at the meeting.
1225,1,Endangered species means hunting pandas is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, so likely yes."
1227,1,"If the thesis is not complete yet, she has not graduated."
1228,2,"Saying the hair was way too long suggests it was not cut, so likely no."
1229,1,A business trip means it was not a vacation for sightseeing.
1230,1,Needing a larger one means he did not buy that one-room flat.
1231,5,A deadline tomorrow suggests she is likely stressed about the project.
1232,5,Sleeping only four hours suggests tiredness.
1233,1,"If the offer had already expired, he did not book the flight under that offer."
1234,7,Got wounded directly means the cat is hurt.
1235,2,Mark is still missing means they are not all there and not ready to go.
1237,5,"Being Chinese suggests he may know how to cook cantonese rice, but it is not guaranteed."
1238,2,"The line went dead suggests the conversation ended, so likely he did not tell him about the issue."
1239,5,"Having domestics suggests the house is tidy, but it is indirect."
1240,2,They have just opened means he has probably not tried the bar yet.
1241,6,A house full of history books strongly suggests a passion for history.
1243,2,"Only a few guests over for dinner suggests the saucepan may be big enough, but the answer is indirect and not certain."
1244,1,Only one week off work means not a two-week trip.
1245,7,Going to have a baby is a clear yes to avoiding alcohol.
1247,1,Still owing the bank money means he did not get a new loan paid off or settled.
1248,1,Only had water means he is not drunk.
1249,1,Owning an orchard does not mean buying fruit in the supermarket.
1250,1,Being 25 years old means he is not at elementary school age.
1251,1,Extremely expensive tuition means Harvard is not an option for affordability reasons.
1252,7,A bank transfer a few moments ago clearly means she accepted or paid the deal.
1253,1,Cannot swim yet means the kids did not go to the swimming pool for swimming ability reasons.
1254,1,Being healthy again means she is no longer taking those pills.
1255,7,Not allowed to get closer directly means the area is contaminated or restricted.
1256,6,Watered them regularly strongly suggests the plants are still alive.
1257,1,Already dead by then means the artwork could not have been created by him in 1981.
1258,6,A thick ice layer strongly suggests it is ice skating season.
1259,1,Being in the advanced course means she is not a beginner.
1260,5,"Seeing a doctor suggests he has been sick, but it is not explicit."
1261,1,Going out with friends means he did not go to bed early.
1262,5,"Voting yesterday suggests there was an election and members could elect a representative, but it is indirect."
1263,7,Spotless directly means the car is back clean.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Just got into the changing room means she is not dressed for the tennis game yet.
1266,5,"Being compensated suggests he settled the lawsuit, but it is not fully explicit."
1267,1,No one has responded means the house has not been sold.
1268,1,Not playing any instrument means he is not part of a marching band.
1269,5,"Being in Japan for several months suggests he may have tried sushi, but it is not certain."
1270,7,Aiming for the mountain top directly means the route is uphill.
1271,7,The customer received it directly means the package was shipped and delivered.
1273,1,Skipping the last four lessons means she is not very dedicated to the course.
1274,5,"Poor monitor resolution can strain eyes, so likely yes."
1275,7,Graduating from medical school clearly means she is a medical doctor.
1276,1,"Private property means he has not been inside legally, so likely no."
2101,5,"Needing to revise topics suggests yes, they have to study for the test."
2102,5,"An interesting new movie suggests something has come out recently, but it is not explicit."
2103,7,Quite chilly directly answers yes to it being cold.
2105,4,"Heard good things about that book is related, but it does not really answer whether they know anything about the novel."
2106,5,"Pulling a muscle last time suggests they got injured at yoga class, though it is not fully explicit."
2107,6,Cannot find my phone strongly suggests the phone is lost.
2108,7,Minus 20 degrees clearly means it is cold outside.
2109,7,Entered a church directly means they are in a religious building.
2110,6,Training very hard strongly suggests workouts are usually difficult.
2113,5,"Working on an exhausting task suggests he was working today, but it is indirect."
2114,2,"Not bringing a bikini suggests no swimming gear, so likely no."
2115,1,Not having time means they are not free at the moment.
2116,1,Watching it last month means not yesterday.
2117,1,Being on a diet suggests not eating more than usual.
2118,1,Being a Muslim means she does not practise Hinduism.
2119,5,Head spinning after beers suggests she is not feeling ok.
2120,1,Very tired means she is not feeling energetic.
2121,1,Being broke means they do not have money saved up.
2122,6,Having used one already in the past strongly suggests it is not the first experience.
2123,1,11 p.m. means it is not morning in Los Angeles.
2124,1,Having a hangover means he is not feeling good.
2125,1,Being diabetic means she is not free of chronic disease.
2127,1,Usually getting seasick means she does not feel well on boats.
2128,1,"If the toothache is gone, the teeth are not still hurting."
2129,5,Several bus stops before the destination suggests there are many stations on the way.
