id,score,rationale
1101,2,Not seeing Martin for ages strongly suggests the answer is no to having met him lately.
1102,5,"Sending out an application implies the person is doing something right now, though it does not explicitly say so."
1103,6,Training with Lukas at the gym strongly supports that they usually exercise together.
1104,7,Saying the grandfather passed away recently directly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly indicates it is very far.
1106,7,A six hour drive clearly means it takes long to get to Munich.
1107,3,"A train delay suggests the journey is not going as planned, but it is not a direct yes/no answer."
1108,7,Saying there is still some left directly means they have not finished their cereal.
1109,1,"If it is not due for three months, then the deadline is definitely not next week."
1110,7,Always congested with cars directly supports that there is usually a lot of traffic.
1111,7,Being vegetarian directly implies she does not eat meat.
1112,7,Having the flu directly answers yes to being sick.
1113,7,Running for hours every day strongly indicates daily training.
1114,7,"If she just woke up, she is no longer still sleeping."
1115,1,"If it comes out next week, it is not being released today."
1116,6,Having used one before strongly suggests prior experience with a drill.
1117,3,"Celebrating tonight suggests the party is not tomorrow, but the wording is indirect."
1118,7,Moving out tomorrow directly means leaving the flat soon.
1119,6,Always falling behind strongly suggests he is a slacker.
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so the answer is no."
1122,1,Working at an NGO is not working for a corporate company.
1123,7,Authoring many successful books directly indicates he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,6,Calling pandas an endangered species strongly suggests there are not many left.
1126,6,Enrolling at the gym strongly implies joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long strongly suggests it used to be long.
1129,2,"A business trip is not a vacation, so the answer is likely no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, then she does have to hand it in soon."
1132,7,Sleeping only four hours directly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,1,"If Mark is still missing, then not everyone is here."
1137,5,"Being Chinese suggests coming from Asia, but it is not logically guaranteed in every case."
1138,3,"The line went dead suggests the call ended, but it is somewhat indirect."
1139,5,"Having domestics suggests someone is taking care of the house, though it is not explicit."
1140,1,Just opened means it has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,7,Only a few guests over for dinner directly indicates a small gathering.
1144,1,Having only one week off means they do not have two weeks of holiday.
1145,6,Going to have a baby strongly suggests pregnancy.
1147,1,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"Owning an orchard does not imply having a vegetable garden, so likely no."
1150,1,Being 25 years old means he is not underage.
1151,1,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago directly means she has paid them.
1153,1,"If they cannot swim yet, they are not good at swimming."
1154,1,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,6,Watering them regularly strongly suggests someone took care of the plants.
1157,1,"If he was already dead by then, he was not alive in the 80s."
1158,6,A thick ice layer strongly suggests the lake is frozen.
1159,1,Being in the advanced course means she is not a beginner.
1160,6,Seeing a doctor strongly suggests seeking medical advice.
1161,1,Going out with friends means he did not stay home.
1162,6,Voting yesterday strongly suggests there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer all questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,6,Being compensated strongly suggests he got the money back.
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician in the usual sense.
1169,5,"Being in Japan for several months suggests travel in Asia, but it is not fully certain."
1170,6,Aiming for the mountain top strongly suggests the summit is the goal.
1171,7,The customer received it directly means the package was delivered.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,Poor monitor resolution strongly suggests a bad image on the screen.
1175,7,Graduating from medical school last year directly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, though it is indirect."
1202,5,Sending out an application suggests looking for a job.
1203,6,Training with him at the gym strongly suggests knowing Lukas.
1204,3,"The grandfather's recent death may relate to ownership, but the answer does not clearly address whether it is his property now."
1205,7,Being about 1000 km away directly means it takes long to drive there.
1206,7,A six hour drive directly indicates Munich is far from here.
1207,3,"A train delay suggests you may not be home by noon, but it is not definitive."
1208,1,"There is still some left means cereal has not been bought or finished, so likely no."
1209,1,"If it is not due for three months, then they have not started writing in the sense implied."
1210,6,Congested streets strongly suggest we will be late to the cinema.
1211,1,Being vegetarian means she is unlikely to come to a steak house.
1212,6,Having the flu strongly suggests he is staying home.
1213,6,Running for hours every day strongly suggests she trains daily.
1214,1,Just woke up means she did not already have breakfast.
1215,1,"If it comes out next week, then he has not seen it yet."
1216,6,Having used one before strongly suggests knowing how to use a drill.
1217,1,Celebrating tonight is inconsistent with having failed the exam.
1218,3,"Moving out tomorrow suggests a breakup, but it is not explicit."
1219,5,"Always falling behind suggests he may have been fired, but it is not certain."
1220,6,Being famous for surfing strongly suggests big waves here.
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually does not mean making a lot of money.
1223,6,Having authored many successful books strongly suggests he is famous.
1224,1,Still analyzing it means it was not presented at the meeting.
1225,1,Endangered species means hunting pandas is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, but it is indirect."
1227,1,"If the thesis is not complete yet, she has not graduated."
1228,3,"Saying the hair was way too long suggests a haircut may have happened, but it is not explicit."
1229,1,A business trip means it was not for sightseeing vacation.
1230,1,Needing a larger one means he did not buy that one-room flat.
1231,5,A deadline tomorrow suggests she is stressed about the project.
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight under that offer."
1234,7,Got wounded directly means the cat should be brought to the vet.
1235,1,"If Mark is still missing, then we are not ready to go."
1237,5,"Being Chinese suggests being able to cook cantonese rice, but it is not guaranteed."
1238,1,"The line went dead means the conversation ended, so he likely did not tell him."
1239,5,"Having domestics suggests the house is tidy, but it is not explicit."
1240,1,Just opened means the bar has not been tried yet.
1241,6,A house full of history books strongly suggests a passion for history.
1243,1,Only a few guests over for dinner means the saucepan is likely not big enough for a large gathering.
1244,1,Only one week off work means he will not take a two-week trip.
1245,6,Going to have a baby strongly suggests avoiding alcohol.
1247,1,Still owing the bank money means he did not get a new loan in the sense of having paid it back.
1248,1,Only had water means he is not drunk.
1249,1,Owning an orchard does not mean buying fruit in the supermarket.
1250,1,Being 25 years old means he is not at elementary school age.
1251,1,Extremely expensive tuition means Harvard is not an affordable option.
