id,score,rationale
1101,2,"Person A asks whether they have met Martin lately. Person B replies they have not seen him for ages, which directly indicates “no” to meeting lately."
1102,7,"Person A asks if Person B is doing something right now. Person B answers they are sending out an application, which is clearly an ongoing action."
1103,7,"Person A asks if they usually exercise with Lukas. Person B says they train with him at the gym, confirming the usual pattern."
1104,7,"Person A asks whether there was a death in his family. Person B states his grandfather passed away recently, which is a clear “yes.”"
1105,6,"Person A asks if Paris is very far from here. Person B gives a distance of about 1000 km, strongly supporting that it is far."
1106,6,"Person A asks if it takes long to get to Munich. Person B says it is a six hour drive, which indicates it does take a long time."
1107,5,"Person A asks if the journey is going as planned. Person B says the train has some delay, which implies it is not fully as planned (leaning “no”)."
1108,2,"Person A asks if they have finished their cereal. Person B says there is still some left, so the answer is “no.”"
1109,2,"Person A asks if the essay deadline is next week. Person B says it is not due for three months, which is definitely not next week."
1110,7,"Person A asks if there is usually a lot of traffic. Person B says the streets are always congested, confirming “yes.”"
1111,7,"Person A asks if Megan eats meat. Person B says she is vegetarian, which means “no” to eating meat."
1112,7,"Person A asks if John is sick today. Person B says he has the flu, a direct confirmation."
1113,7,"Person A asks if Sonya trains daily. Person B says she runs for hours every day, confirming “yes.”"
1114,2,"Person A asks if Clara is still sleeping. Person B says she just woke up, so it is “no.”"
1115,2,"Person A asks if the movie will be released today. Person B says it comes out next week, so the answer is “no.”"
1116,5,"Person A asks if they have ever worked with a drill. Person B says they have used one before, which supports “yes,” though not with extra detail."
1117,2,"Person A asks if the birthday party takes place tomorrow. Person B says they are celebrating tonight, so it is not tomorrow."
1118,6,"Person A asks if they are leaving their flat soon. Person B says they are moving out tomorrow, which strongly indicates “yes, soon.”"
1119,5,"Person A asks if he is a slacker. Person B says he was always falling behind, which implies unreliability/slacking (leaning “yes”)."
1120,6,"Person A asks if the area is popular for something. Person B says the region is famous for surfing, confirming popularity for that activity."
1121,2,"Person A asks if the sea is calm these days. Person B says it is quite rough, so “no.”"
1122,2,"Person A asks if they work for a corporate company. Person B says their job is at an NGO, which is “no.”"
1123,6,"Person A asks if he is a writer. Person B says he has authored many successful books, which strongly confirms."
1124,2,"Person A asks if they are finished working on data. Person B says they are still analyzing it, so “no.”"
1125,5,"Person A asks if there are many pandas left. Person B says they are an endangered species, implying few remain (leaning “no”)."
1126,6,"Person A asks if they have joined a fitness studio. Person B says they enrolled at the gym, confirming “yes.”"
1127,2,"Person A asks if they have finished writing their thesis. Person B says the thesis is not complete yet, so “no.”"
1128,5,"Person A asks if they used to have long hair. Person B says their hair was way too long, which supports “yes.”"
1129,2,"Person A asks if they went to Japan for vacation. Person B says it was a business trip, so “no” to vacation."
1130,2,"Person A asks if a one-room flat is enough. Person B says they need a larger one, so “no.”"
1131,7,"Person A asks if she has to hand in soon. Person B says the deadline is tomorrow, which is clearly soon."
1132,6,"Person A asks if they had a short night. Person B says they slept only four hours, confirming it was short."
1133,2,"Person A asks if the flight was still discounted. Person B says the offer had already expired, so “no.”"
1134,6,"Person A asks if their cat is hurt. Person B says it got wounded, confirming “yes.”"
1135,2,"Person A asks if everyone is here. Person B says Mark is still missing, so “no.”"
1137,7,"Person A asks if they come from Asia. Person B says they are Chinese, which implies yes (China is in Asia)."
1138,6,"Person A asks if they hung up. Person B says the line went dead, which indicates the call ended (yes)."
1139,5,"Person A asks if someone is taking care of their house. Person B says they have domestics, implying someone is taking care (leaning “yes”)."
1140,2,"Person A asks if that bar has been here for long. Person B says they have just opened, so “no.”"
1141,6,"Person A asks if he owns many books. Person B says the house is full of history books, confirming many."
1143,5,"Person A asks if there is a small gathering tonight. Person B says they have only few guests over for dinner, which supports “yes” (small gathering)."
1144,2,"Person A asks if they have two weeks of holiday. Person B says they only have one week off, so “no.”"
1145,7,"Person A asks if they are pregnant. Person B says they are going to have a baby, confirming “yes.”"
1147,2,"Person A asks if they have paid back their debts. Person B says they still owe the bank money, so “no.”"
1148,2,"Person A asks if he drank a cocktail tonight. Person B says he only had water, so “no.”"
1149,2,"Person A asks if they have a vegetable garden. Person B says they own an orchard, which does not confirm a vegetable garden (leaning “no”)."
1150,2,"Person A asks if their son is underage. Person B says he is 25 years old, so “no.”"
1151,2,"Person A asks if Harvard University is affordable. Person B says tuition is extremely expensive, so “no.”"
1152,6,"Person A asks if she has paid them yet. Person B says she made a bank transfer moments ago, indicating payment has occurred (yes)."
1153,2,"Person A asks if the kids are good at swimming. Person B says they cannot swim yet, so “no.”"
1154,2,"Person A asks if they still have a cold. Person B says they are healthy again, so “no.”"
1155,6,"Person A asks if it is forbidden to approach the area. Person B says people are not allowed to get closer, confirming restriction (yes)."
1156,5,"Person A asks if someone took care of the plants. Person B says they watered them regularly, implying they did (leaning “yes”)."
1157,2,"Person A asks if the artist was still alive in the 80s. Person B says he was already dead by then, so “no.”"
1158,6,"Person A asks if the lake is frozen. Person B says the ice layer is quite thick, strongly indicating it is frozen."
1159,2,"Person A asks if they are attending the beginners' class. Person B says they are in the advanced course, so “no.”"
1160,6,"Person A asks if they have sought medical advice. Person B says they have seen a doctor, confirming “yes.”"
1161,2,"Person A asks if they stayed home last night. Person B says they went out with friends, so “no.”"
1162,6,"Person A asks if there was an election recently. Person B says they voted yesterday, indicating an election occurred (yes)."
1163,7,"Person A asks if the car is completely clean. Person B says it is spotless, confirming “yes.”"
1164,2,"Person A asks if they answered all questions. Person B says they submitted a blank sheet, so “no.”"
1165,2,"Person A asks if she is out on the tennis field. Person B says she just got into the changing room, so not on the field (no)."
1166,6,"Person A asks if he got the money back. Person B says he was compensated, which implies he received money back (yes)."
1167,2,"Person A asks if anyone answered the house sale ad. Person B says no one has responded, so “no.”"
1168,2,"Person A asks if he is a musician. Person B says he does not play any instrument, so “no.”"
1169,6,"Person A asks if he has travelled in Asia. Person B says he has been in Japan for several months, confirming yes."
1170,5,"Person A asks if the goal is the summit. Person B says they are aiming for the mountain top, which is essentially the summit (leaning yes)."
1171,7,"Person A asks if the customer got his package. Person B says the customer received it, confirming “yes.”"
1173,2,"Person A asks if she attended the whole singing course. Person B says she skipped the last four lessons, so “no.”"
1174,6,"Person A asks if the screen has a bad image. Person B says the monitor resolution is really poor, confirming a bad image (yes)."
1175,7,"Person A asks if she completed her medical studies. Person B says she graduated from medical school last year, confirming completion."
1176,2,"Person A asks if it is a public building. Person B says it is a private property, so “no.”"
1201,2,"Person A asks if they and Martin are still good friends. Person B says they have not seen him for ages, which suggests the friendship is not close now (leaning no)."
1202,7,"Person A asks if they are looking for a job. Person B says they are sending out an application, which indicates yes."
1203,6,"Person A asks if they know Lukas. Person B says they train with him at the gym, implying they know him (yes)."
1204,2,"Person A asks if this is his property now. Person B talks about his grandfather passing away, which is unrelated to property ownership (ambiguous/irrelevant)."
1205,6,"Person A asks if it takes long to drive to Paris. Person B says it is about 1000 km away, indicating it is far/long (yes)."
1206,6,"Person A asks if Munich is far from here. Person B says it is a six hour drive, confirming it is far."
1207,2,"Person A asks if they will be home by noon. Person B says the train has some delay, which makes arriving by noon unlikely (leaning no)."
1208,2,"Person A asks if they have bought cereal. Person B says there is still some left, which does not confirm buying (leaning no)."
1209,2,"Person A asks if they started writing their essay. Person B says it is not due for three months, which is about deadline, not whether writing started (ambiguous/irrelevant)."
1210,6,"Person A asks if they will be late to the cinema. Person B says streets are always congested, implying likely delay/late (yes to being late)."
1211,2,"Person A asks if Megan is coming to the steak house. Person B says she is vegetarian, which suggests she likely will not come for steak (no)."
1212,7,"Person A asks if John is staying home. Person B says he has the flu, which strongly implies he is staying home (yes)."
1213,7,"Person A asks if Sonya registered for the marathon. Person B says she runs for hours every day, which supports that she is a runner but does not explicitly confirm registration (still leaning yes)."
1214,2,"Person A asks if Clara had breakfast already. Person B says she just woke up, so likely no (no)."
1215,2,"Person A asks if they have seen that movie. Person B says it comes out next week, which indicates they have not seen it yet (no)."
1216,5,"Person A asks if they know how to use a drill. Person B says they have used one before, which suggests yes."
1217,2,"Person A asks if they have failed the exam. Person B says they are celebrating tonight, which contradicts failing (leaning no)."
1218,2,"Person A asks if they are breaking up with him. Person B says they are moving out tomorrow, which is not explicitly a breakup (ambiguous/irrelevant)."
1219,2,"Person A asks if he was fired. Person B says he was always falling behind, which could be a reason but does not confirm firing (ambiguous/leaning no)."
1220,6,"Person A asks if there are big waves here. Person B says the region is famous for surfing, implying waves (yes)."
1221,2,"Person A asks if the sea is safe to swim here. Person B says it is quite rough, so not safe (no)."
1222,2,"Person A asks if they make a lot of money. Person B says their job is at an NGO, which does not directly answer money but implies not high income (leaning no)."
1223,6,"Person A asks if he is famous. Person B says he authored many successful books, which supports fame (yes)."
1224,2,"Person A asks if they presented their data at the meeting. Person B says they are still analyzing it, so they have not presented yet (no)."
1225,2,"Person A asks if it is legal to hunt pandas. Person B says pandas are endangered, implying it is not legal (no)."
1226,2,"Person A asks if they have lost some weight. Person B says they enrolled at the gym, which is not evidence of weight loss yet (ambiguous/leaning no)."
1227,2,"Person A asks if they have graduated. Person B says their thesis is not complete yet, so not graduated (no)."
1228,5,"Person A asks if they got their hair cut. Person B says their hair was way too long, which does not explicitly say it was cut (ambiguous/leaning no)."
1229,2,"Person A asks if they had time for sightseeing. Person B says it was a business trip, which suggests not much time for sightseeing (no)."
1230,2,"Person A asks if they bought that one room flat. Person B says they need a larger one, which indicates they did not buy it (no)."
1231,6,"Person A asks if she is stressed about the project. Person B says the deadline is tomorrow, which would cause stress (yes)."
1232,6,"Person A asks if they are tired. Person B says they slept only four hours, confirming tiredness (yes)."
1233,2,"Person A asks if he booked the flight. Person B says the offer had already expired, which does not confirm booking (ambiguous/leaning no)."
1234,6,"Person A asks if they are bringing their cat to the vet. Person B says it got wounded, which strongly implies vet visit (yes)."
1235,2,"Person A asks if we are ready to go. Person B says Mark is still missing, so not ready (no)."
1237,2,"Person A asks if they can cook Cantonese rice. Person B says they are Chinese, which does not answer cooking ability (ambiguous/irrelevant)."
1238,2,"Person A asks if they told him about the issue. Person B says the line went dead, which is unrelated (irrelevant/ambiguous)."
1239,5,"Person A asks if their house is always so tidy. Person B says they have domestics, which supports that tidiness is maintained by help (leaning yes)."
1240,2,"Person A asks if they have tried that bar yet. Person B says they have just opened, which does not confirm trying (no/irrelevant)."
1241,6,"Person A asks if he has a passion for history. Person B says his house is full of history books, indicating strong interest (yes)."
1243,2,"Person A asks if the saucepan is big enough. Person B talks about having only few guests over for dinner, which is unrelated to saucepan size (irrelevant/ambiguous)."
1244,2,"Person A asks if they will take a two weeks trip. Person B says they only have one week off work, so “no.”"
1245,2,"Person A asks if they are avoiding drinking alcohol. Person B says they are going to have a baby, which is unrelated (irrelevant/ambiguous)."
1247,2,"Person A asks if they did you get a new loan. Person B says they still owe the bank money, which does not confirm a new loan (ambiguous/leaning no)."
1248,2,"Person A asks if he is drunk. Person B says he only had water, so “no.”"
1249,5,"Person A asks if they buy fruit in the supermarket. Person B says they own an orchard, which suggests they may not need supermarket fruit (leaning no)."
1250,2,"Person A asks if their son is at elementary school. Person B says he is 25 years old, so “no.”"
1251,2,"Person A asks if Harvard University is an option for you. Person B says tuition is extremely expensive, implying it is not a feasible option (no)."
1252,6,"Person A asks if she accepted their deal. Person B says she made a bank transfer, which strongly indicates acceptance/payment (yes)."
1253,2,"Person A asks if the kids went to the swimming pool. Person B says they cannot swim yet, which implies they likely did not go (no)."
1254,2,"Person A asks if they are still taking these pills. Person B says they are healthy again, implying they likely stopped (no)."
1255,2,"Person A asks if this area is contaminated. Person B says people are not allowed to get closer, which could be due to contamination but does not explicitly state contamination (ambiguous)."
1256,6,"Person A asks if the plants are still alive. Person B says they have watered them regularly, which supports they are alive (yes)."
1257,2,"Person A asks if the artwork was created by him in 1981. Person B says he was already dead by then, so “no.”"
1258,6,"Person A asks if it is ice skating season. Person B says the ice layer is quite thick, implying conditions for skating (yes)."
1259,2,"Person A asks if they are a beginner. Person B says they are in the advanced course, so “no.”"
1260,6,"Person A asks if they have been sick. Person B says they have seen a doctor, which indicates illness (yes)."
1261,2,"Person A asks if they went to bed early last night. Person B says they went out with friends, which does not support going to bed early (no/ambiguous leaning no)."
1262,6,"Person A asks if members can elect a representative. Person B says they voted yesterday, indicating an election/selection occurred (yes)."
1263,7,"Person A asks if the car is back from the car wash. Person B says it is spotless, strongly implying it is clean after washing (yes)."
1264,2,"Person A asks if they wrote a good exam. Person B says they submitted a blank sheet, so “no.”"
1265,2,"Person A asks if she is dressed for the tennis game. Person B says she just got into the changing room, so not yet dressed (no)."
1266,6,"Person A asks if he settled the lawsuit. Person B says he was compensated, which implies settlement (yes)."
1267,2,"Person A asks if they have sold that house. Person B says no one has responded, indicating it is not sold (no)."
1268,2,"Person A asks if he is part of the marching band. Person B says he does not play any instrument, so “no.”"
1269,6,"Person A asks if he has ever tried sushi. Person B says he has been in Japan for several months, which does not confirm sushi tasting (ambiguous/leaning no)."
1270,5,"Person A asks if their whole way is going uphill. Person B says they are aiming for the mountain top, which relates to direction but not the whole way (leaning yes but not certain)."
1271,7,"Person A asks if the package was shipped to the customer. Person B says the customer received it, which implies it was shipped and delivered (yes)."
1273,2,"Person A asks if she is very dedicated to that singing course. Person B says she skipped the last four lessons, indicating not dedicated (no)."
1274,6,"Person A asks if their eyes get strained sometimes. Person B says the monitor resolution is really poor, which could cause strain (leaning yes)."
1275,6,"Person A asks if she is a medical doctor. Person B says she graduated from medical school last year, which strongly suggests she is (yes)."
1276,2,"Person A asks if they have ever been inside that building. Person B says it is a private property, which does not confirm whether they have been inside (ambiguous/irrelevant)."
2101,6,"Person A asks if they have to study for the test. Person B says they need to revise some topics, which confirms studying is required (yes)."
2102,5,"Person A asks if anything has come out in cinemas recently. Person B says there is an interesting new movie, which indicates yes."
2103,6,"Person A asks if it is cold in their village. Person B says it is quite chilly, confirming cold (yes)."
2105,5,"Person A asks if they know anything about the novel. Person B says they have heard good things about that book, indicating some knowledge (leaning yes)."
2106,2,"Person A asks if they got injured at yoga class. Person B says they pulled a muscle last time, which suggests injury but not necessarily at this class (ambiguous/leaning no)."
2107,7,"Person A asks if they have lost their phone. Person B says they cannot find my phone, confirming loss (yes)."
2108,7,"Person A asks if it is cold outside. Person B says it is minus 20 degrees, clearly yes."
2109,6,"Person A asks if they are in a religious building. Person B says they just entered a church, confirming yes."
2110,6,"Person A asks if workouts are usually difficult. Person B says they are training very hard, indicating difficulty (yes)."
2113,6,"Person A asks if they were working today. Person B says they have been working on an exhausting task, confirming yes."
2114,2,"Person A asks if they have swimming gear with them. Person B says they did not bring their bikini, indicating they do not have it (no)."
2115,2,"Person A asks if they are free at the moment. Person B says they do not have time, so no."
2116,2,"Person A asks if they watched Titanic yesterday. Person B says they watched it last month, so no."
2117,2,"Person A asks if they are eating more than usual. Person B says they are on a diet, implying less (no)."
2118,2,"Person A asks if they practise Hinduism. Person B says they are actually a Muslim, so no."
2119,6,"Person A asks if they are feeling ok. Person B says their head is spinning after all these beers, indicating not ok (yes to “not ok,” but question is “feeling ok?” so interpret as no)."
2120,2,"Person A asks if they are feeling energetic today. Person B says they are very tired, so no."
2121,2,"Person A asks if they have any money saved up. Person B says they are broke at the moment, so no."
2122,5,"Person A asks if it is their first experience with a chain saw. Person B says they have used one already in the past, so not first (leaning no)."
2123,2,"Person A asks if it is morning in Los Angeles. Person B says it is 11 p.m., so no."
2124,2,"Person A asks if they are feeling good. Person B says they have a hangover, so no."
2125,2,"Person A asks if they are free of any chronic disease. Person B says they are diabetic, so no."
2127,2,"Person A asks if they feel well on boats. Person B says they usually get seasick, so no."
2128,2,"Person A asks if their teeth are still hurting. Person B says the toothache is gone, so no."
2129,6,"Person A asks if there are many stations on their way. Person B says they have several bus stops before destination, indicating many (yes)."
2130,2,"Person A asks if they are allowed to staple documents. Person B says they should not staple them, so no."
2131,2,"Person A asks if their luggage weighs much. Person B says it is very light, so no."
2132,6,"Person A asks if we need to wake up early tomorrow. Person B says they have to get up at 5 am, confirming early wake-up (yes)."
2134,2,"Person A asks if Spanish is their mother tongue. Person B says French is their native language, so no."
2135,6,"Person A asks if the remote is still unusable. Person B says it does not work, confirming unusable (yes)."
2136,6,"Person A asks if there are wild animals in this region. Person B says wolves are very common here, confirming yes."
2137,2,"Person A asks if there are trees in your garden. Person B says they only have cacti, so no."
2138,6,"Person A asks if the passport is necessary for taking the plane. Person B says they need it for travelling, confirming yes."
2139,2,"Person A asks if they brought some pie for lunch. Person B says they have got a sandwich, so no."
2140,6,"Person A asks if the kids are about to leave. Person B says they have to go out soon, confirming yes."
2141,7,"Person A asks if they are already hungry. Person B says they are starving right now, confirming yes."
2144,6,"Person A asks if they often consume hot drinks. Person B says they drink tea all the time, confirming yes."
2145,2,"Person A asks if the room is very bright. Person B says there is too much light, which indicates it is very bright (yes)."
2146,2,"Person A asks if they will stay in town till Friday. Person B says they will be abroad then, so no."
2147,6,"Person A asks if they are eating something. Person B says they are having a soup, confirming yes."
2148,6,"Person A asks if it is raining already. Person B says it just started pouring, confirming yes."
2149,7,"Person A asks if they consume alcohol. Person B says they do not drink, which is “no” to alcohol consumption (but question is about alcohol; interpret yes/no to consuming alcohol => no)."
2150,2,"Person A asks if everything was taken away from the flat. Person B says there is a dishwasher in the kitchen, so not everything was taken away (no)."
2151,2,"Person A asks if they still have tennis equipment. Person B says they gave away their racket ages ago, so no."
2152,2,"Person A asks if they consume all types of food. Person B says they do not eat spicy dishes, so no."
2153,7,"Person A asks if they are neighbours. Person B says they live right next to you, confirming yes."
2155,6,"Person A asks if they are still confused about it. Person B says they understand everything now, so no confusion (yes to being not confused)."
2156,6,"Person A asks if they feel pain in their upper body. Person B says their chest hurts a lot, confirming yes."
2157,2,"Person A asks if it is winter there. Person B says they are in the middle of summer, so no."
2159,6,"Person A asks if they got hurt. Person B says they cut their finger while cooking, confirming yes."
2160,6,"Person A asks if the living room is dirty. Person B says there is dust all over the floor, confirming yes."
2161,6,"Person A asks if they left their toothpaste at home. Person B says they brought theirs, so “no” to leaving it at home (leaning no)."
2162,6,"Person A asks if their lips got damaged with this wind. Person B says their lips are all chapped, confirming yes."
2163,6,"Person A asks if they are doing the afternoon shift tomorrow. Person B says they are working early tomorrow morning, so no (not afternoon)."
2164,2,"Person A asks if they are going to have dinner at home. Person B says they plan to eat at a restaurant, so no."
2165,6,"Person A asks if the hedges are taller than last time. Person B says they have grown a lot recently, confirming yes."
2166,6,"Person A asks if they have finished cooking. Person B says lunch is now ready, indicating cooking is done (yes)."
2167,6,"Person A asks if they have difficult homework. Person B says their math exercise is very complicated, confirming yes."
2168,2,"Person A asks if they have decided on a destination. Person B says they are not sure where to go yet, so no."
2169,5,"Person A asks if they smoke cigarettes. Person B says they smoke cigars only, so not cigarettes (leaning no)."
2170,2,"Person A asks if they are writing on paper. Person B says they usually type on a laptop, so no."
2171,2,"Person A asks if the kitchen is still incomplete. Person B says the new stove was not delivered yet, which implies kitchen not fully complete (yes to incomplete)."
2172,6,"Person A asks if car theft occurs often. Person B says cars get stolen regularly here, confirming yes."
2173,2,"Person A asks if they still have room in their wardrobe. Person B says it is completely full, so no."
2174,6,"Person A asks if there is a lot of laundry to wash. Person B says dirty laundry is piling up, confirming yes."
2175,6,"Person A asks if they are taking some time for breakfast today. Person B says they can have a relaxed breakfast, confirming yes."
