id,score,rationale
1101,2,Not seeing Martin for ages strongly suggests the answer is no to having met him lately.
1102,1,"Sending out an application implies the person is doing something else right now, so the answer is definitely no."
1103,7,"Training with Lukas at the gym directly answers that they do exercise together, so yes."
1104,7,Saying the grandfather passed away recently clearly confirms a death in the family.
1105,7,Saying Paris is about 1000 km away directly answers that it is very far.
1106,7,A six hour drive clearly indicates it takes a long time to get there.
1107,2,"A train delay suggests the journey is not going as planned, so likely no."
1108,2,"If there is still some cereal left, they have not finished it."
1109,1,Not due for three months directly contradicts the deadline being next week.
1110,7,Always congested with cars directly supports that there is usually a lot of traffic.
1111,7,Being vegetarian means she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates daily training.
1114,7,Just woke up means Clara is no longer sleeping.
1115,1,"If it comes out next week, it is not being released today."
1116,7,Having used a drill before directly answers yes to ever having worked with one.
1117,2,"Celebrating tonight suggests the party is tonight, not tomorrow."
1118,7,Moving out tomorrow directly indicates leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is slightly inferential."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,Quite rough is the opposite of calm.
1122,1,"Working at an NGO is not a corporate company, so this is no."
1123,7,Authoring many successful books directly indicates he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,7,An endangered species implies there are not many left.
1126,7,Enrolled at the gym directly implies joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,"Saying the hair was way too long strongly suggests they used to have long hair, though it is phrased indirectly."
1129,1,A business trip contradicts going to Japan for vacation.
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, she has to hand it in soon."
1132,7,Sleeping only four hours clearly means a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly answers that the cat is hurt.
1135,2,"If Mark is still missing, then not all of us are here."
1137,6,"Being Chinese strongly suggests coming from Asia, but it is not logically guaranteed in every case."
1138,4,"The line went dead suggests the call ended, but it does not clearly answer whether the person hung up."
1139,6,"Having domestics implies someone is taking care of the house, though it is somewhat indirect."
1140,1,Just opened means the bar has not been there for long.
1141,7,A house full of history books strongly indicates he owns many books.
1143,7,Only a few guests over for dinner directly means there is a small gathering.
1144,1,Only one week off work means they do not have two weeks of holiday.
1145,7,Going to have a baby clearly implies pregnancy.
1147,1,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"Owning an orchard does not imply having a vegetable garden, so likely no."
1150,1,Being 25 years old means he is not underage.
1151,1,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago directly indicates she paid already.
1153,1,"If they cannot swim yet, they are not good at swimming."
1154,7,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,7,Watered them regularly strongly indicates someone took care of the plants.
1157,1,Already dead by then means he was not alive in the 80s.
1158,6,"A thick ice layer strongly suggests the lake is frozen, though it is slightly indirect."
1159,1,Being in the advanced course means she is not a beginner.
1160,7,Seeing a doctor directly answers yes to seeking medical advice.
1161,1,Going out with friends means they did not stay home.
1162,7,Voting yesterday directly indicates there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer all questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,6,"Being compensated suggests he got the money back, though it is not perfectly explicit."
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician.
1169,6,"Being in Japan for several months suggests he has travelled in Asia, though it is indirect."
1170,7,Aiming for the mountain top directly means the goal is the summit.
1171,7,The customer received it directly answers yes.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,"Poor monitor resolution strongly suggests a bad image, though it is somewhat indirect."
1175,7,Graduating from medical school last year directly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,"Sending out an application suggests looking for a job, but it is not fully explicit."
1203,5,"Training with Lukas implies knowing him, though it does not prove it absolutely."
1204,4,"The grandfather passing away recently is unrelated to whether this is his property now, so it is ambiguous."
1205,7,Being 1000 km away directly means it takes long to drive there.
1206,7,A six hour drive directly indicates Munich is far.
1207,2,A train delay suggests you will not be home by noon.
1208,2,"If there is still some cereal left, they likely have not bought cereal yet."
1209,1,"Not due for three months means they have not started writing because of the deadline, so this is no."
1210,6,"Congested streets strongly suggest they may be late to the cinema, though it is not certain."
1211,1,Being vegetarian means she is unlikely to come to a steak house.
1212,7,Having the flu directly supports that John is staying home.
1213,6,"Running for hours every day strongly suggests she has registered for the marathon, though it is not explicit."
1214,1,Just woke up means she did not have breakfast already.
1215,1,"If it comes out next week, you have not seen it yet."
1216,7,Having used one before directly answers yes to knowing how to use a drill.
1217,1,Celebrating tonight is inconsistent with having failed the exam.
1218,2,"Moving out tomorrow suggests breaking up, but it is not definitive."
1219,6,"Always falling behind strongly suggests he was fired, though it is indirect."
1220,6,"Being famous for surfing suggests there are big waves, but it is not explicit."
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually implies not making a lot of money.
1223,6,"Authoring many successful books strongly suggests he is famous, though not guaranteed."
1224,1,Still analyzing it means it was not presented at the meeting.
1225,1,Endangered species means hunting pandas is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, but it is not certain."
1227,1,"If the thesis is not complete yet, she has not graduated."
1228,2,"Saying the hair was way too long suggests it may have been cut, but the answer is indirect and not certain."
1229,1,A business trip means it was not a vacation for sightseeing.
1230,1,Needing a larger one means they did not buy that one-room flat.
1231,6,A deadline tomorrow strongly suggests she is stressed about the project.
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight under that offer."
1234,7,Got wounded directly means the cat should be taken to the vet.
1235,2,Mark still missing means we are not all ready to go yet.
1237,5,"Being Chinese suggests ability to cook Cantonese rice, but it is not guaranteed."
1238,4,"The line went dead is unrelated to whether the issue was told to him, so it is ambiguous."
1239,6,"Having domestics strongly suggests the house is tidy, though not perfectly explicit."
1240,1,Just opened means they have not tried the bar yet.
1241,6,A house full of history books strongly suggests a passion for history.
1243,2,"Only a few guests over for dinner suggests the saucepan may be big enough, but this is weak and indirect."
1244,1,Only one week off work means they will not take a two-week trip.
1245,7,Going to have a baby directly implies avoiding alcohol.
1247,1,Still owing the bank money means they did not get a new loan paid off.
1248,1,Only had water means he is not drunk.
1249,1,Owning an orchard does not mean buying fruit in the supermarket.
1250,1,Being 25 years old means he is not at elementary school age.
1251,1,Extremely expensive tuition means Harvard is not an affordable option.
1252,7,A bank transfer a few moments ago directly indicates she accepted the deal.
1253,1,"If they cannot swim yet, they did not go to the swimming pool for swimming ability."
1254,7,Being healthy again means she is no longer taking those pills.
1255,7,Not allowed to get closer directly means the area is contaminated or restricted.
1256,7,Watering them regularly directly supports that the plants are still alive.
1257,1,Already dead by then means the artwork was not created by him in 1981.
1258,6,A thick ice layer strongly suggests it is ice skating season.
1259,1,Being in the advanced course means they are not a beginner.
1260,5,"Seeing a doctor suggests being sick, but it is not fully explicit."
1261,1,Going out with friends means they did not go to bed early.
1262,7,Voting yesterday directly indicates the members could elect a representative.
1263,7,Spotless directly means the car is back clean from the wash.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Just got into the changing room means she is not dressed for the tennis game yet.
1266,6,"Being compensated suggests he settled the lawsuit, though it is indirect."
1267,1,No one has responded means the house has not been sold.
1268,1,Not playing any instrument means he is not part of the marching band.
1269,5,"Being in Japan for several months suggests he has tried sushi, but it is not certain."
1270,7,Aiming for the mountain top directly means the route is uphill.
