id,score,rationale
1101,2,Not seeing Martin for ages strongly implies the answer is no to having met him lately.
1102,5,"Sending out an application suggests they are doing something right now, though it does not explicitly say they are busy at this exact moment."
1103,7,Training with him at the gym directly answers yes to usually exercising with Lukas.
1104,7,Saying the grandfather passed away recently clearly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly indicates it is very far.
1106,7,A six hour drive clearly means it takes long to get to Munich.
1107,2,"A delay means the journey is not going as planned, so this is a no."
1108,2,"If there is still some left, they have not finished their cereal."
1109,1,Not due for three months directly contradicts the deadline being next week.
1110,7,Always congested with cars clearly means there is usually a lot of traffic.
1111,7,Being vegetarian directly implies she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates daily training.
1114,7,Just woke up means Clara is no longer sleeping.
1115,1,"If it comes out next week, it is not being released today."
1116,7,Having used one before directly answers yes to ever working with a drill.
1117,2,"Celebrating tonight suggests the party is not tomorrow, so likely no."
1118,7,Moving out tomorrow means leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is slightly inferential rather than explicit."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,Quite rough is the opposite of calm.
1122,2,Working at an NGO suggests not working for a corporate company.
1123,7,Authoring many successful books directly indicates he is a writer.
1124,2,Still analyzing it means they are not finished working on the data.
1125,7,An endangered species implies there are not many pandas left.
1126,7,Enrolled at the gym directly answers yes to joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,7,Saying the hair was way too long directly supports that they used to have long hair.
1129,2,"A business trip is not a vacation, so the answer is no."
1130,2,Needing a larger one implies a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, she does have to hand it in soon."
1132,7,Sleeping only four hours clearly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,2,"If Mark is still missing, then not everyone is there."
1137,5,"Being Chinese suggests coming from Asia, but it is not logically guaranteed because nationality and origin are not identical."
1138,4,"The line went dead suggests the call ended, but it does not clearly say whether the person hung up or the connection failed."
1139,5,"Having domestics suggests someone is taking care of the house, but it is somewhat indirect."
1140,2,Just opened means the bar has not been there for long.
1141,7,A house full of history books strongly indicates he owns many books.
1143,7,Only a few guests over for dinner directly means there is a small gathering.
1144,2,Only one week off work means they do not have two weeks of holiday.
1145,7,Going to have a baby directly implies pregnancy.
1147,2,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water directly contradicts drinking a cocktail.
1149,2,"Owning an orchard does not imply having a vegetable garden, so likely no."
1150,1,Being 25 years old means he is not underage.
1151,2,Extremely expensive tuition suggests it is not affordable.
1152,7,A bank transfer a few moments ago directly means she has paid us.
1153,1,Cannot swim yet directly means they are not good at swimming.
1154,7,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,7,Watered them regularly directly answers yes to someone taking care of the plants.
1157,1,Already dead by then means the artist was not alive in the 80s.
1158,6,"A thick ice layer strongly suggests the lake is frozen, though it is slightly inferential."
1159,2,Being in the advanced course suggests they are not a beginner.
1160,7,Seeing a doctor directly answers yes to seeking medical advice.
1161,1,Going out with friends means they did not stay home.
1162,7,Voting yesterday directly indicates there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer all questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,7,Being compensated directly means he got the money back.
1167,1,No one has responded directly means nobody answered the ad.
1168,2,Not playing any instrument suggests he is not a musician.
1169,5,"Being in Japan for several months suggests travel in Asia, but it is not fully explicit."
1170,7,Aiming for the mountain top directly means the goal is the summit.
1171,7,The customer received it directly answers yes.
1173,2,Skipping the last four lessons means she did not attend the whole course.
1174,5,"Poor resolution suggests a bad image, but it is not perfectly identical wording."
1175,7,Graduating from medical school last year directly means she completed her medical studies.
1176,2,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in contact."
1202,5,"Sending out an application suggests looking for a job, though it is slightly indirect."
1203,5,"Training with him at the gym suggests knowing Lukas, but it is not a direct yes."
1204,4,"The grandfather passing away recently may relate to inheritance, but it does not clearly answer whether it is his property now."
1205,7,About 1000 km away directly means it takes long to drive to Paris.
1206,7,A six hour drive directly means Munich is far from here.
1207,2,A train delay suggests they will not be home by noon.
1208,2,There is still some left means they have not bought cereal or at least not finished it.
1209,1,Not due for three months means they have not started writing the essay in the sense implied by the question.
1210,7,Congested streets directly imply they will be late to the cinema.
1211,2,Being vegetarian suggests she is unlikely to come to a steak house.
1212,7,Having the flu directly means John is staying home.
1213,5,"Running for hours every day suggests marathon training, but it is not explicit registration."
1214,1,Just woke up means she did not already have breakfast.
1215,1,"If it comes out next week, then they have not seen it yet."
1216,7,Having used one before directly answers yes to knowing how to use a drill.
1217,2,Celebrating tonight suggests they did not fail the exam.
1218,5,"Moving out tomorrow suggests breaking up, but it is not certain."
1219,6,"Always falling behind strongly suggests he was fired, though it is not explicit."
1220,5,"Being famous for surfing suggests big waves, but it is indirect."
1221,1,Quite rough means the sea is not safe to swim in.
1222,2,Working at an NGO suggests not making a lot of money.
1223,6,Having authored many successful books strongly suggests he is famous.
1224,1,Still analyzing it means they did not present the data at the meeting.
1225,7,Endangered species directly means it is not legal to hunt pandas.
1226,5,"Enrolling at the gym suggests trying to lose weight, but it is not explicit."
1227,1,"If the thesis is not complete yet, they have not graduated."
1228,2,Saying the hair was way too long suggests they did not get it cut.
1229,2,A business trip suggests it was not for sightseeing or vacation.
1230,2,Needing a larger one implies they did not buy that one-room flat.
1231,5,"A deadline tomorrow suggests she is stressed, but it is not directly stated."
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight under that discount."
1234,7,Got wounded directly means the cat is hurt.
1235,2,Mark is still missing means we are not all here and not ready to go.
1237,5,"Being Chinese suggests ability to cook cantonese rice, but it is not guaranteed."
1238,4,"The line went dead means the conversation ended, but it does not clearly answer whether the issue was told."
1239,5,"Having domestics suggests the house is tidy, but it is indirect."
1240,2,They have just opened means the bar is not yet something you have tried before.
1241,6,A house full of history books strongly suggests a passion for history.
1243,2,Only few guests over for dinner suggests the saucepan may not need to be big.
1244,2,Only one week off work means they will not take a two weeks trip.
1245,7,Going to have a baby directly implies pregnancy.
1247,2,Still owing the bank money means they did not get a new loan in the sense of having paid it off.
1248,1,Only had water directly means he is not drunk.
1249,2,Owning an orchard does not imply buying fruit in the supermarket.
1250,1,Being 25 years old means he is not at elementary school age.
1251,2,Extremely expensive tuition suggests Harvard is not an option for affordability reasons.
1252,7,A bank transfer a few moments ago directly means she accepted the deal or paid.
1253,1,Cannot swim yet directly means the kids did not go to the swimming pool for swimming ability reasons.
1254,7,Being healthy again means they are no longer taking those pills.
1255,7,Not allowed to get closer directly means the area is contaminated or restricted.
1256,7,Watered them regularly directly indicates the plants are still alive.
1257,1,Already dead by then means the artwork was not created by him in 1981.
1258,6,A thick ice layer strongly suggests it is ice skating season.
1259,2,Being in the advanced course suggests they are not a beginner.
1260,5,"Seeing a doctor suggests being sick, but it is not explicit."
1261,1,Going out with friends means they did not go to bed early.
1262,7,Voting yesterday directly means the members can elect a representative.
1263,7,Spotless directly means the car is back clean.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Just got into the changing room means she is not dressed for the tennis game yet.
1266,7,Being compensated directly means he settled the lawsuit or got the money back.
1267,1,No one has responded directly means the house has not been sold.
1268,2,Not playing any instrument suggests he is not part of the marching band.
1269,5,"Being in Japan for several months suggests he has tried sushi, but it is not certain."
1270,7,Aiming for the mountain top directly means the route is uphill.
1271,7,The customer received it directly means the package was shipped and delivered.
1273,1,Skipping the last four lessons means she is not very dedicated to the course.
1274,5,"Poor monitor resolution can cause eye strain, but the answer is indirect."
1275,7,Graduating from medical school directly means she is a medical doctor.
1276,2,"Private property suggests you have not been inside that building, or at least not legally."
2101,5,"Needing to revise topics suggests yes, but it is phrased as a need rather than a direct confirmation."
2102,5,"An interesting new movie suggests something has come out recently, but it is not explicit."
2103,7,Quite chilly directly answers yes to it being cold.
2105,5,"Heard good things about that book suggests some knowledge about the novel, but not direct content knowledge."
2106,5,"Pulled a muscle last time suggests injury at yoga class, but it is slightly indirect."
2107,7,Cannot find my phone directly means they have lost it.
2108,7,Minus 20 degrees clearly means it is cold outside.
2109,7,Just entered a church directly means they are in a religious building.
2110,7,Training very hard directly indicates workouts are difficult.
2113,5,"Working on an exhausting task suggests they were working today, but not explicitly all day."
2114,2,Not bringing a bikini suggests they do not have swimming gear with them.
2115,1,Not having time directly means they are not free at the moment.
2116,2,Watching it last month means they did not watch it yesterday.
2117,7,Being on a diet directly suggests they are eating less than usual.
2118,1,Being Muslim directly means they do not practise Hinduism.
2119,7,Head spinning after beers clearly means they are not feeling ok.
2120,1,Very tired directly means they are not feeling energetic.
2121,1,Being broke directly means they do not have money saved up.
2122,7,Having used one already in the past directly answers yes.
2123,1,11 p.m. means it is not morning in Los Angeles.
2124,1,Having a hangover directly means they are not feeling good.
2125,1,Being diabetic directly means they are not free of chronic disease.
2127,1,Usually getting seasick directly means they do not feel well on boats.
2128,7,My toothache is gone directly means the teeth are no longer hurting.
2129,5,"Several bus stops before my destination suggests there are many stations on the way, though not exactly the same wording."
2130,7,Should not staple them directly means they are not allowed to staple the documents.
2131,2,Very light directly means it does not weigh much.
2132,7,"Having to get up at 5 am directly means yes, they need to wake up early tomorrow."
2134,1,French is my native language directly means Spanish is not their mother tongue.
2135,7,Does not work directly means the remote is unusable.
2136,7,Wolves are very common here directly means there are wild animals in the region.
2137,2,Only having cacti means there are no trees in the garden.
2138,7,Needing it for travelling directly means the passport is necessary for taking the plane.
2139,2,Having a sandwich suggests they did not bring pie for lunch.
2140,5,"Having to go out soon suggests the kids are about to leave, but it is not immediate."
2141,7,Starving directly means already hungry.
2144,7,Drinking tea all the time directly answers yes to often consuming hot drinks.
2145,7,Too much light directly means the room is very bright.
2146,1,Being abroad then means they will not stay in town till Friday.
2147,7,Having a soup directly means they are eating something.
2148,7,Just started pouring directly means it is raining already.
2149,1,Not drinking directly means they do not consume alcohol.
2150,4,A dishwasher in the kitchen does not clearly answer whether everything was taken away from the flat; it is somewhat unrelated.
2151,1,Giving away the racket ages ago means they do not still have tennis equipment.
2152,1,Not eating spicy dishes directly means they do not consume all types of food.
2153,7,Living right next to you directly means they are neighbors.
2155,1,Understanding everything now directly means they are not still confused.
2156,7,Chest hurts a lot directly means pain in the upper body.
2157,1,Being in the middle of summer directly means it is not winter there.
2159,7,Cutting a finger while cooking directly means they got hurt.
2160,7,Dust all over the floor directly means the living room is dirty.
2161,1,Having brought mine directly means they did not leave toothpaste at home.
2162,7,Chapped lips directly means the lips got damaged by the wind.
2163,2,Working early tomorrow morning suggests they are not doing the afternoon shift tomorrow.
2164,2,Planning to eat at a restaurant suggests they are not going to have dinner at home.
2165,7,Grown a lot recently directly means the hedges are taller than last time.
2166,7,Lunch is now ready directly means they have finished cooking.
2167,7,Very complicated directly means the homework is difficult.
2168,2,Not sure where to go yet means they have not decided on a destination.
2169,2,Smoking cigars only suggests they do not smoke cigarettes.
2170,2,Usually typing directly on a laptop suggests they are not writing on paper.
2171,2,A stove not delivered yet suggests the kitchen is still incomplete.
2172,7,Cars get stolen regularly here directly means car theft occurs often.
2173,1,Wardrobe completely full means there is no room left.
2174,7,Dirty laundry piling up directly means there is a lot of laundry to wash.
2175,5,"A relaxed breakfast suggests they are taking some time for breakfast, but it is indirect."
2201,5,"Needing to revise topics suggests studying together could make sense, but it is not a direct yes."
2202,5,"An interesting new movie suggests going to the cinema, but it is only an indirect cue."
2203,5,"Being chilly suggests closing the window, but it is not an explicit yes."
2205,4,"Heard good things about that book is not a clear answer to borrowing it, so it is ambiguous."
2206,5,"Pulled a muscle last time suggests skipping yoga class, but it is indirect."
2207,2,"Cannot find my phone suggests they do not want to use the offered phone, or at least cannot."
2208,7,Minus 20 degrees directly means they need a coat.
2209,7,Just entered a church directly supports turning off phones.
2210,7,Training very hard directly suggests wanting a protein shake.
2213,5,"Working on an exhausting task suggests taking a break would be reasonable, but it is not explicit."
2214,2,Not bringing a bikini suggests they should not go to the lake for swimming.
2215,1,Not having time directly means they are not coming to the talk.
2216,2,Watching it last month means they should not watch Titanic tonight again.
2217,1,Being on a diet directly suggests skipping dessert.
2218,1,Being Muslim directly means they do not want pork.
2219,1,Head spinning after beers directly means they do not want another beer.
2220,1,Being very tired directly means they do not want to go out.
2221,1,Being broke directly means they should not go on a trip.
2222,7,Having used one already in the past directly answers yes to needing help with the chain saw.
2223,1,"11 p.m. means it is not a good time to go to the cinema, so likely no."
2224,1,Having a hangover directly means they do not want drinks.
2225,1,Being diabetic directly means they do not want cake.
2227,1,Usually getting seasick directly means they do not want to join a sea cruise.
2228,2,"If the toothache is gone, they likely do not want painkillers."
2229,2,Several bus stops before destination means they likely do not want to take the offered seat.
2230,1,Should not staple them directly means they do not want the stapler.
2231,2,Very light luggage suggests they do not need help with it.
2232,7,"Having to get up at 5 am directly means yes, set the alarm for tomorrow."
2234,1,French is my native language directly means no need to check French spelling.
2235,7,"It does not work directly means yes, change the remote's batteries."
2236,7,"Wolves are very common here directly means yes, lock up the cattle."
2237,2,Only having cacti means no need to water the plants.
2238,7,"We need it for travelling directly means yes, pack the passport."
2239,2,Having a sandwich suggests they do not want more food.
2240,2,They have to go out soon suggests no need to wake them up now.
2241,7,"Starving directly means yes, offer biscuits."
2244,7,"Drinking tea all the time directly means yes, use the kettle."
2245,7,"Too much light directly means yes, turn down the dimmer."
2246,1,Being abroad then directly means they are not coming to the party this Friday.
2247,7,"Having a soup directly means yes, they want a spoon."
2248,7,"It just started pouring directly means yes, they would like an umbrella."
2249,1,Not drinking directly means they do not want wine.
2250,2,Having a dishwasher means they likely do not need help doing the dishes.
