id,score,rationale
1101,2,Not seeing Martin for ages strongly implies the answer is no to having met him lately.
1102,6,"Sending out an application is a clear sign of doing something right now, so this is very likely yes."
1103,6,"Training with Lukas at the gym indicates they usually exercise together, so yes is strongly supported."
1104,7,Saying the grandfather passed away recently directly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly confirms it is far from here.
1106,7,A six hour drive clearly means it takes long to get to Munich.
1107,2,"A delay means the journey is not going as planned, so this is a no."
1108,2,"If there is still some left, they have not finished their cereal."
1109,1,Not due for three months directly contradicts the deadline being next week.
1110,7,Always congested with cars directly indicates there is usually a lot of traffic.
1111,7,Being vegetarian means she does not eat meat.
1112,7,Having the flu directly means John is sick.
1113,7,Running for hours every day strongly supports that she trains daily.
1114,7,Just waking up means Clara is no longer sleeping.
1115,1,"If it comes out next week, it is not being released today."
1116,6,Using a drill before clearly answers yes to ever having worked with one.
1117,2,"Celebrating tonight suggests the party is tonight, not tomorrow."
1118,7,Moving out tomorrow directly means leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is slightly inferential."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so this is a clear no."
1122,1,Working at an NGO is not working for a corporate company.
1123,6,Authoring many successful books strongly indicates he is a writer.
1124,2,Still analyzing it means the data work is not finished yet.
1125,6,"An endangered species implies there are not many pandas left, so yes."
1126,6,Enrolled at the gym is a clear sign of joining a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long implies it used to be long.
1129,1,"A business trip is not a vacation, so this is no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,6,A deadline tomorrow means she has to hand it in soon.
1132,7,Sleeping only four hours directly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,2,"If Mark is still missing, then not everyone is here."
1137,6,"Being Chinese strongly suggests coming from Asia, though it is not perfectly explicit."
1138,4,"The line went dead suggests the call ended, but it is somewhat indirect and could be ambiguous."
1139,5,"Having domestics suggests someone takes care of the house, but the wording is a bit indirect."
1140,2,Just opened means the bar has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,6,Only a few guests over for dinner indicates a small gathering.
1144,1,Only one week off work means they do not have two weeks of holiday.
1145,7,Going to have a baby directly implies pregnancy.
1147,2,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"An orchard is not a vegetable garden, so this is no."
1150,1,Being 25 years old means he is not underage.
1151,2,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago directly means she has paid them.
1153,1,Cannot swim yet means the kids are not good at swimming.
1154,7,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,6,Watered them regularly strongly suggests someone took care of the plants.
1157,1,Already dead by then means he was not alive in the 80s.
1158,6,A thick ice layer strongly suggests the lake is frozen.
