id,score,rationale
1101,2,"Person A asks whether Person B has met Martin lately. Person B replies they have not seen him for ages, which directly indicates “no” to meeting lately."
1102,7,"Person A asks if Person B is doing something right now. Person B answers “I am sending out an application,” which is clearly an ongoing action, so it is definitely yes."
1103,7,"Person A asks if Person B usually exercises with Lukas. Person B says “I train with him at the gym,” which confirms the usual exercise with Lukas."
1104,7,"Person A asks whether there was a death in his family. Person B states that his grandfather passed away recently, which is a clear yes."
1105,7,"Person A asks if Paris is very far from here. Person B gives a distance (“about 1000 Km away”), strongly supporting that it is far."
1106,6,"Person A asks if it takes long to get to Munich. Person B says it is a six hour drive, which is very likely “yes” (takes long)."
1107,5,"Person A asks if the journey is going as planned. Person B says the train has some delay, which implies it is not going as planned, so the answer leans “no,” but it’s not phrased as a direct denial of “as planned.”"
1108,2,"Person A asks if they have finished their cereal. Person B says there is still some left, which is very likely no."
1109,2,"Person A asks if the essay deadline is next week. Person B says it is not due for three months, which is definitely no."
1110,7,"Person A asks if there is usually a lot of traffic. Person B says the streets are always congested, which is a definite yes."
1111,7,"Person A asks if Megan eats meat. Person B says she is vegetarian, which means she does not eat meat (yes to the implied “not eating meat”)."
1112,7,"Person A asks if John is sick today. Person B says he has the flu, which is a clear yes."
1113,7,"Person A asks if Sonya trains daily. Person B says she runs for hours every day, confirming daily training."
1114,2,"Person A asks if Clara is still sleeping. Person B says she just woke up, indicating no longer sleeping."
1115,2,"Person A asks if the movie will be released today. Person B says it comes out next week, so it is very likely no."
1116,5,"Person A asks if Person B has ever worked with a drill. Person B says they have used one before, which supports “yes,” though not with extra detail."
1117,2,"Person A asks if the birthday party takes place tomorrow. Person B says they are celebrating tonight, so it is very likely no."
1118,5,"Person A asks if Person B is leaving the flat soon. Person B says they are moving out tomorrow, which is soon, so likely yes."
1119,5,"Person A asks if he is a slacker. Person B says he was always falling behind, which strongly implies slacking (yes), though it’s not the exact word."
1120,6,"Person A asks if the area is popular for something. Person B says the region is famous for surfing, which is a very likely yes."
1121,2,"Person A asks if the sea is calm. Person B says it is quite rough, indicating no."
1122,2,"Person A asks if Person B works for a corporate company. Person B says their job is at an NGO, which is very likely no."
1123,6,"Person A asks if he is a writer. Person B says he has authored many successful books, which is a very likely yes."
1124,2,"Person A asks if Person B is finished working on data. Person B says they are still analyzing it, so it is very likely no."
1125,6,"Person A asks if there are many pandas left. Person B says they are an endangered species, implying few remain, so the correct interpretation is “no” to many; however the question is about “many left,” and endangered suggests not many, so score leans no. (But since the prompt asks yes vs no to the question, this is definitely no.)"
1126,6,"Person A asks if Person B has joined a fitness studio. Person B says they have enrolled at the gym, which is very likely yes."
1127,2,"Person A asks if Person B has finished writing their thesis. Person B says the thesis is not complete yet, so very likely no."
1128,5,"Person A asks if Person B used to have long hair. Person B says their hair was way too long, which supports yes."
1129,2,"Person A asks if Person B went to Japan for vacation. Person B says it was a business trip, so very likely no."
1130,2,"Person A asks if a one-room flat is enough. Person B says they need a larger one, so no."
1131,7,"Person A asks if she has to hand in soon. Person B says the deadline is tomorrow, which is definitely soon (yes)."
1132,6,"Person A asks if Person B had a short night. Person B says they slept only four hours, which is very likely yes."
1133,2,"Person A asks if the flight was still discounted. Person B says the offer had already expired, so very likely no."
1134,6,"Person A asks if the cat is hurt. Person B says it got wounded, which is very likely yes."
1135,2,"Person A asks if we are all here. Person B says Mark is still missing, so no."
1137,7,"Person A asks if Person B comes from Asia. Person B says they are Chinese, which implies yes."
1138,6,"Person A asks if you hung up. Person B says the line went dead, which strongly indicates yes (hung up / disconnected)."
1139,5,"Person A asks if someone is taking care of their house. Person B says they have domestics, implying yes."
1140,2,"Person A asks if that bar has been here for long. Person B says they have just opened, so definitely no."
1141,6,"Person A asks if he owns many books. Person B says the house is full of history books, which is very likely yes."
1143,5,"Person A asks if there is a small gathering tonight. Person B says they have only few guests over for dinner, which supports yes (small gathering)."
1144,2,"Person A asks if Person B has two weeks of holiday. Person B says only one week off work, so no."
1145,6,"Person A asks if Person B is pregnant. Person B says they are going to have a baby, which is very likely yes."
1147,2,"Person A asks if Person B has paid back debts. Person B says they still owe the bank money, so very likely no."
1148,2,"Person A asks if he drank a cocktail tonight. Person B says he only had water, so very likely no."
1149,2,"Person A asks if Person B has a vegetable garden. Person B says they own an orchard, which does not confirm a vegetable garden, so likely no."
1150,2,"Person A asks if the son is underage. Person B says he is 25, so definitely no."
1151,2,"Person A asks if Harvard is affordable. Person B says tuition is extremely expensive, so very likely no."
1152,6,"Person A asks if she has paid us yet. Person B says she made a bank transfer moments ago, which is very likely yes."
1153,2,"Person A asks if the kids are good at swimming. Person B says they cannot swim yet, so very likely no."
1154,2,"Person A asks if Person B still has a cold. Person B says they are healthy again, so no."
1155,6,"Person A asks if it is forbidden to approach the area. Person B says people are not allowed to get closer, which is very likely yes."
1156,5,"Person A asks if someone took care of the plants. Person B says they watered them regularly, implying yes."
1157,2,"Person A asks if the artist was still alive in the 80s. Person B says he was already dead by then, so definitely no."
1158,6,"Person A asks if the lake is frozen. Person B says the ice layer is quite thick, which strongly indicates yes."
1159,2,"Person A asks if Person B is attending the beginners' class. Person B says they are in the advanced course, so no."
1160,6,"Person A asks if Person B has sought medical advice. Person B says they have seen a doctor, which is very likely yes."
1161,2,"Person A asks if Person B stayed home last night. Person B says they went out with friends, so no."
1162,5,"Person A asks if there was an election recently. Person B says they voted yesterday, which implies an election occurred, so likely yes."
1163,7,"Person A asks if the car is completely clean. Person B says it is spotless, which is definitely yes."
1164,2,"Person A asks if they answered all questions. Person B says they submitted a blank sheet, which implies no."
1165,2,"Person A asks if she is out on the tennis field. Person B says she just got into the changing room, so likely no."
1166,6,"Person A asks if he got the money back. Person B says he was compensated, which is very likely yes."
1167,2,"Person A asks if anyone answered the house sale ad. Person B says no one has responded, so definitely no."
