id,score,rationale,run_id
1101,1,B explicitly has not seen Martin.,20260821T125948Z_8dbb5082
1102,7,B is doing an application now.,20260821T125948Z_8dbb5082
1103,6,B says they train together.,20260821T125948Z_8dbb5082
1104,7,B reports a family death.,20260821T125948Z_8dbb5082
1105,6,1000 km is very far.,20260821T125948Z_8dbb5082
1106,6,A six-hour drive is long.,20260821T125948Z_8dbb5082
1107,2,A delay means it is off plan.,20260821T125948Z_8dbb5082
1108,1,Some cereal remains.,20260821T125948Z_8dbb5082
1109,1,The deadline is months away.,20260821T125948Z_8dbb5082
1110,7,B says streets are always congested.,20260821T125948Z_8dbb5082
1111,1,A vegetarian does not eat meat.,20260821T125948Z_8dbb5082
1112,7,Having flu means John is sick.,20260821T125948Z_8dbb5082
1113,7,She runs every day.,20260821T125948Z_8dbb5082
1114,1,Clara has just awakened.,20260821T125948Z_8dbb5082
1115,1,Release is next week.,20260821T125948Z_8dbb5082
1116,7,B has used a drill before.,20260821T125948Z_8dbb5082
1117,1,"The party is tonight, not tomorrow.",20260821T125948Z_8dbb5082
1118,7,Moving out tomorrow is soon.,20260821T125948Z_8dbb5082
1119,6,Always falling behind suggests slacking.,20260821T125948Z_8dbb5082
1120,7,The region is famous for surfing.,20260821T125948Z_8dbb5082
1121,1,"The sea is rough, not calm.",20260821T125948Z_8dbb5082
1122,1,An NGO is not a corporate company.,20260821T125948Z_8dbb5082
1123,7,Authoring many books indicates a writer.,20260821T125948Z_8dbb5082
1124,1,B is still analyzing it.,20260821T125948Z_8dbb5082
1125,2,Endangered status implies few remain.,20260821T125948Z_8dbb5082
1126,7,Enrolling at a gym answers yes.,20260821T125948Z_8dbb5082
1127,1,The thesis is incomplete.,20260821T125948Z_8dbb5082
1128,7,B says their hair was too long.,20260821T125948Z_8dbb5082
1129,1,It was a business trip.,20260821T125948Z_8dbb5082
1130,1,B needs a larger flat.,20260821T125948Z_8dbb5082
1131,7,Deadline tomorrow means soon.,20260821T125948Z_8dbb5082
1132,7,Only four hours is a short night.,20260821T125948Z_8dbb5082
1133,1,The discount had expired.,20260821T125948Z_8dbb5082
1134,7,The cat was wounded.,20260821T125948Z_8dbb5082
1135,1,Mark is still absent.,20260821T125948Z_8dbb5082
1137,7,"B is Chinese, hence from Asia.",20260821T125948Z_8dbb5082
1138,6,A dead line implies the call ended.,20260821T125948Z_8dbb5082
1139,7,They employ domestic staff.,20260821T125948Z_8dbb5082
1140,1,The bar just opened.,20260821T125948Z_8dbb5082
1141,7,His house is full of books.,20260821T125948Z_8dbb5082
1143,7,Only a few guests implies a small gathering.,20260821T125948Z_8dbb5082
1144,1,B has only one week.,20260821T125948Z_8dbb5082
1145,7,Going to have a baby implies pregnancy.,20260821T125948Z_8dbb5082
1147,1,B still owes money.,20260821T125948Z_8dbb5082
1148,1,He had only water.,20260821T125948Z_8dbb5082
1149,5,"An orchard is a garden, though not vegetable.",20260821T125948Z_8dbb5082
1150,1,"At 25, he is not underage.",20260821T125948Z_8dbb5082
1151,1,Extremely expensive tuition is not affordable.,20260821T125948Z_8dbb5082
1152,7,She just made a transfer.,20260821T125948Z_8dbb5082
1153,1,They cannot swim.,20260821T125948Z_8dbb5082
1154,1,B is healthy again.,20260821T125948Z_8dbb5082
1155,7,People are expressly prohibited from approaching.,20260821T125948Z_8dbb5082
1156,7,B watered them regularly.,20260821T125948Z_8dbb5082
1157,1,He was dead before the 1980s.,20260821T125948Z_8dbb5082
1158,7,A thick ice layer means frozen.,20260821T125948Z_8dbb5082
1159,1,B is in the advanced course.,20260821T125948Z_8dbb5082
1160,7,B saw a doctor.,20260821T125948Z_8dbb5082
1161,1,B went out.,20260821T125948Z_8dbb5082
1162,7,They voted yesterday.,20260821T125948Z_8dbb5082
1163,7,Spotless means completely clean.,20260821T125948Z_8dbb5082
1164,1,A blank sheet answers no questions.,20260821T125948Z_8dbb5082
1165,1,She is in the changing room.,20260821T125948Z_8dbb5082
1166,7,He was compensated.,20260821T125948Z_8dbb5082
1167,1,Nobody responded.,20260821T125948Z_8dbb5082
1168,1,He plays no instrument.,20260821T125948Z_8dbb5082
1169,7,Japan is in Asia.,20260821T125948Z_8dbb5082
1170,7,The mountain top is the summit.,20260821T125948Z_8dbb5082
1171,7,The customer received the package.,20260821T125948Z_8dbb5082
1173,2,Skipping four lessons means not the whole course.,20260821T125948Z_8dbb5082
1174,7,Poor resolution gives a bad image.,20260821T125948Z_8dbb5082
1175,7,She graduated from medical school.,20260821T125948Z_8dbb5082
1176,1,It is private property.,20260821T125948Z_8dbb5082
1201,2,Not seeing him for ages suggests they are not still close.,20260821T125948Z_8dbb5082
1202,6,Sending applications suggests job seeking.,20260821T125948Z_8dbb5082
1203,7,Training together indicates knowing him.,20260821T125948Z_8dbb5082
1204,4,His grandfather's death does not establish ownership.,20260821T125948Z_8dbb5082
1205,6,1000 km implies a long drive.,20260821T125948Z_8dbb5082
1206,6,A six-hour drive implies Munich is far.,20260821T125948Z_8dbb5082
1207,3,A delay makes arrival by noon less likely.,20260821T125948Z_8dbb5082
1208,5,Remaining cereal suggests they likely bought some.,20260821T125948Z_8dbb5082
1209,4,A distant deadline does not say whether writing began.,20260821T125948Z_8dbb5082
1210,5,Constant congestion makes lateness likely.,20260821T125948Z_8dbb5082
1211,2,A vegetarian is unlikely to attend a steakhouse.,20260821T125948Z_8dbb5082
1212,6,Flu makes staying home likely.,20260821T125948Z_8dbb5082
1213,5,"Daily long runs suggest marathon registration, but do not prove it.",20260821T125948Z_8dbb5082
1214,2,Having just woken up suggests no breakfast yet.,20260821T125948Z_8dbb5082
1215,1,The movie is not yet released.,20260821T125948Z_8dbb5082
1216,7,Prior use indicates knowing how.,20260821T125948Z_8dbb5082
1217,2,Celebrating suggests passing rather than failing.,20260821T125948Z_8dbb5082
1218,5,"Moving out suggests a breakup, but is not conclusive.",20260821T125948Z_8dbb5082
