id,score,rationale
1101,2,Not seeing Martin for ages strongly suggests the answer is no to having met him lately.
1102,5,"Sending out an application implies the person is doing something right now, so this is likely yes."
1103,7,Training with Lukas at the gym directly answers that they usually exercise together.
1104,7,Saying the grandfather passed away recently clearly indicates a death in the family.
1105,7,Saying Paris is about 1000 km away directly answers that it is very far.
1106,7,A six hour drive clearly means it takes long to get there.
1107,2,"A delay means the journey is not going as planned, so this is likely no."
1108,2,"If there is still some left, they have not finished the cereal."
1109,1,"If it is not due for three months, then the deadline is not next week."
1110,7,Always congested with cars directly supports that there is usually a lot of traffic.
1111,7,Being vegetarian means she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates daily training.
1114,1,"If she just woke up, she is not still sleeping."
1115,1,"If it comes out next week, it is not being released today."
1116,7,Having used a drill before directly answers yes to ever having worked with one.
1117,1,Celebrating tonight means the birthday party is not tomorrow.
1118,7,Moving out tomorrow means leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is slightly inferential rather than explicit."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so this is no."
1122,1,Working at an NGO means not working for a corporate company.
1123,7,Authoring many successful books directly indicates he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,5,"Calling pandas an endangered species implies there are not many left, so likely yes."
1126,7,Enrolled at the gym directly means they joined a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,"Saying the hair was way too long strongly suggests they used to have long hair, though it is phrased indirectly."
1129,1,"A business trip is not a vacation, so the answer is no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, she has to hand it in soon."
1132,7,Sleeping only four hours clearly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,1,"If Mark is still missing, then not everyone is there."
1137,5,"Being Chinese suggests coming from Asia, but it is not logically guaranteed, so this is somewhat likely yes."
1138,4,"The line went dead suggests the call ended, but it does not clearly confirm whether the person hung up."
1139,5,"Having domestics suggests someone is taking care of the house, though it is somewhat indirect."
1140,1,Just opened means it has not been there for long.
1141,7,A house full of history books strongly indicates he owns many books.
1143,7,Only a few guests over for dinner directly means there is a small gathering.
1144,1,Only having one week off means they do not have two weeks of holiday.
1145,7,Going to have a baby is a clear yes to being pregnant.
1147,1,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"Owning an orchard does not imply having a vegetable garden, so this is likely no."
1150,1,Being 25 years old means he is not underage.
1151,1,Extremely expensive tuition means Harvard is not affordable.
1152,7,A bank transfer a few moments ago clearly means she has paid them yet.
1153,1,"If they cannot swim yet, they are not good at swimming."
1154,7,Being healthy again means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,7,Watered them regularly strongly indicates someone took care of the plants.
1157,1,"If he was already dead by then, he was not alive in the 80s."
1158,6,"A thick ice layer strongly suggests the lake is frozen, though it is slightly indirect."
1159,1,Being in the advanced course means they are not a beginner.
1160,7,Seeing a doctor directly answers yes to having sought medical advice.
1161,1,Going out with friends means they did not stay home.
1162,7,Voting yesterday clearly indicates there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer all questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,5,"Being compensated suggests he got the money back, though it is not perfectly explicit."
1167,1,No one has responded means nobody answered the ad.
1168,2,"Not playing any instrument suggests he is not a musician, though it is not absolute."
1169,5,"Being in Japan for several months implies travel in Asia, but it is somewhat indirect."
1170,7,Aiming for the mountain top directly means the goal is the summit.
1171,7,The customer received it directly means the package was gotten.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,"Poor resolution strongly suggests a bad image, though it is slightly indirect."
1175,7,Graduating from medical school last year clearly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,Sending out an application implies looking for a job.
1203,5,"Training with him at the gym suggests they know Lukas, but it is not fully explicit."
