id,score,rationale
1101,1,"B says they have not seen Martin for ages, which directly contradicts having met him lately. This is a clear no."
1102,7,"B says they are sending out an application right now, which directly answers that they are doing something at the moment. This is definitely yes."
1103,6,"B says they train with Lukas at the gym, which strongly implies they usually exercise with him. It does not explicitly say 'usually,' but it is very likely yes."
1104,7,"B states that his grandfather passed away recently, which is clearly a death in his family. This is definitely yes."
1105,6,"B says Paris is about 1000 km away, which strongly suggests it is very far. The exact threshold for 'very far' is subjective, but this is very likely yes."
1106,6,"B says it is a six hour drive to Munich, which strongly suggests it takes a long time. This is very likely yes."
1107,2,"B says the train has some delay, which suggests the journey is not going exactly as planned. It is not a total disaster, but likely no."
1108,1,"B says there is still some cereal left, so they have not finished it. This is definitely no."
1109,1,"B says the essay is not due for three months, which directly contradicts it being due next week. Definitely no."
1110,7,"B says the streets are always congested with cars, which clearly means there is usually a lot of traffic. Definitely yes."
1111,1,"B says Megan is vegetarian, which means she does not eat meat. Definitely no."
1112,7,"B says John has the flu, which clearly means he is sick today. Definitely yes."
1113,7,"B says Sonya runs for hours every day, which directly supports that she trains daily. Definitely yes."
1114,1,"B says Clara just woke up, so she is no longer still sleeping. Definitely no."
1115,1,"B says the movie comes out next week, so it is not being released today. Definitely no."
1116,7,"B says they have used a drill before, which directly means they have worked with one. Definitely yes."
1117,1,"B says they are celebrating tonight, not tomorrow, so the party does not take place tomorrow. Definitely no."
1118,6,"B says they are moving out tomorrow, which strongly implies they are leaving the flat soon. Very likely yes."
1119,6,"B says he was always falling behind, which strongly suggests laziness or slacking. It is an inference, so very likely yes rather than absolute."
1120,7,"B says the region is famous for surfing, which clearly means the area is popular for something. Definitely yes."
1121,1,"B says the sea is quite rough, which directly contradicts it being calm. Definitely no."
1122,1,"B says they work at an NGO, which is not a corporate company. Definitely no."
1123,7,"B says he has authored many successful books, which clearly means he is a writer. Definitely yes."
1124,1,"B says they are still analyzing the data, so they are not finished working on it. Definitely no."
1125,2,"B says pandas are endangered, which strongly suggests there are not many left. Since 'many' is somewhat subjective, this is very likely no."
1126,7,"B says they have enrolled at the gym, which means they have joined a fitness studio. Definitely yes."
