id,score,rationale
1101,2,"Person A asks whether they have met Martin lately. Person B says they have not seen him for ages, which directly indicates “no” to meeting him recently."
1102,7,"Person A asks if Person B is doing something right now. Person B replies that they are sending out an application, which is clearly an ongoing action."
1103,7,"Person A asks if they usually exercise with Lukas. Person B answers that they train with him at the gym, confirming the usual pattern."
1104,7,"Person A asks whether there was a death in his family. Person B states that his grandfather passed away recently, which is a clear “yes.”"
1105,6,"Person A asks if Paris is very far from here. Person B gives a distance of about 1000 km, strongly supporting that it is far."
1106,6,"Person A asks if it takes long to get to Munich. Person B says it is a six hour drive, which indicates it does take a long time."
1107,2,"Person A asks if the journey is going as planned. Person B says the train has some delay, implying it is not going as planned."
1108,2,"Person A asks if they have finished their cereal. Person B says there is still some left, meaning they have not finished."
1109,2,"Person A asks if the essay deadline is next week. Person B says it is not due for three months, which is a clear “no.”"
1110,7,"Person A asks if there is usually a lot of traffic. Person B says the streets are always congested, confirming heavy traffic."
1111,2,"Person A asks if Megan eats meat. Person B says she is vegetarian, which implies “no.”"
1112,7,"Person A asks if John is sick today. Person B says he has the flu, confirming sickness."
1113,7,"Person A asks if Sonya trains daily. Person B says she runs for hours every day, which confirms daily training."
1114,2,"Person A asks if Clara is still sleeping. Person B says she just woke up, indicating she is not still sleeping."
1115,2,"Person A asks if the movie will be released today. Person B says it comes out next week, so the answer is “no.”"
1116,5,"Person A asks if they have ever worked with a drill. Person B says they have used one before, which supports “yes,” though it’s not phrased as a direct confirmation of “worked with” specifically."
1117,2,"Person A asks if the birthday party takes place tomorrow. Person B says they are celebrating tonight, so it is not tomorrow."
1118,6,"Person A asks if they are leaving their flat soon. Person B says they are moving out tomorrow, which is soon and strongly indicates “yes.”"
1119,5,"Person A asks if he is a slacker. Person B says he was always falling behind, which implies unreliability/slacking, though not using the exact term."
1120,6,"Person A asks if the area is popular for something. Person B says the region is famous for surfing, confirming popularity for that activity."
1121,2,"Person A asks if the sea is calm these days. Person B says it is quite rough, indicating “no.”"
1122,2,"Person A asks if Person B works for a corporate company. Person B says their job is at an NGO, which is not corporate."
1123,6,"Person A asks if he is a writer. Person B says he has authored many successful books, which strongly confirms."
1124,2,"Person A asks if they are finished working on their data. Person B says they are still analyzing it, so not finished."
1125,6,"Person A asks if there are many pandas left in the world. Person B says they are an endangered species, implying there are not many."
1126,6,"Person A asks if they have joined a fitness studio. Person B says they have enrolled at the gym, which is a “yes.”"
1127,2,"Person A asks if they have finished writing their thesis. Person B says the thesis is not complete yet, so “no.”"
1128,5,"Person A asks if they used to have long hair. Person B says their hair was way too long, which supports “yes.”"
1129,2,"Person A asks if they went to Japan for vacation. Person B says it was a business trip, so not a vacation."
1130,2,"Person A asks if a one-room flat is enough. Person B says they need a larger one, so “no.”"
1131,7,"Person A asks if she has to hand in soon. Person B says the deadline is tomorrow, which is soon."
1132,6,"Person A asks if they had a short night. Person B says they slept only four hours, confirming it was short."
1133,2,"Person A asks if the flight was still discounted. Person B says the offer had already expired, so “no.”"
1134,6,"Person A asks if their cat is hurt. Person B says it got wounded, confirming injury."
1135,2,"Person A asks if we are all here. Person B says Mark is still missing, so not all are present."
1137,7,"Person A asks if they come from Asia. Person B says they are Chinese, which implies yes (China is in Asia)."
1138,6,"Person A asks if they hung up. Person B says the line went dead, which indicates the call ended/hung up."
1139,5,"Person A asks if someone is taking care of their house. Person B says they have domestics, implying someone is taking care, though not explicitly “house care” but strongly related."
1140,2,"Person A asks if that bar has been here for long. Person B says they have just opened, so it has not been long."
1141,6,"Person A asks if he owns many books. Person B says his house is full of history books, indicating many books."
1143,5,"Person A asks if there is a small gathering tonight. Person B says they have only few guests over for dinner, which supports “yes.”"
1144,2,"Person A asks if they have two weeks of holiday. Person B says they only have one week off work, so “no.”"
1145,6,"Person A asks if they are pregnant. Person B says they are going to have a baby, confirming pregnancy."
1147,2,"Person A asks if they have paid back their debts. Person B says they still owe the bank money, so not paid back."
1148,2,"Person A asks if he drank a cocktail tonight. Person B says he only had water, so “no.”"
1149,2,"Person A asks if they have a vegetable garden. Person B says they own an orchard, which does not confirm a vegetable garden."
1150,2,"Person A asks if their son is underage. Person B says he is 25 years old, so “no.”"
1151,2,"Person A asks if Harvard University is affordable. Person B says tuition is extremely expensive, indicating it is not affordable."
1152,6,"Person A asks if she has paid us yet. Person B says she made a bank transfer a few moments ago, confirming payment."
1153,2,"Person A asks if the kids are good at swimming. Person B says they cannot swim yet, so “no.”"
1154,2,"Person A asks if they still have a cold. Person B says they are healthy again, so “no.”"
1155,6,"Person A asks if it is forbidden to approach this area. Person B says people are not allowed to get closer, confirming prohibition."
1156,5,"Person A asks if someone took care of the plants. Person B says they watered them regularly, indicating yes someone cared for them (the speaker)."
1157,2,"Person A asks if the artist was still alive in the 80s. Person B says he was already dead by then, so “no.”"
1158,6,"Person A asks if the lake is frozen. Person B says the ice layer is quite thick, strongly indicating it is frozen."
1159,2,"Person A asks if they are attending the beginners' class. Person B says they are in the advanced course, so not beginners."
1160,6,"Person A asks if they have sought medical advice. Person B says they have seen a doctor, which confirms."
1161,2,"Person A asks if they stayed home last night. Person B says they went out with friends, so “no.”"
1162,5,"Person A asks if there was an election recently. Person B says they voted yesterday, which implies an election occurred, though it doesn’t explicitly say “election” but strongly matches."
1163,7,"Person A asks if the car is completely clean. Person B says it is spotless, confirming."
1164,2,"Person A asks if they answered all questions. Person B says they submitted a blank sheet, indicating “no.”"
1165,2,"Person A asks if she is out on the tennis field. Person B says she just got into the changing room, so not on the field."
1166,6,"Person A asks if he got the money back. Person B says he was compensated, which indicates he received money back."
