id,score,rationale
1101,2,Not seeing Martin for ages strongly suggests the answer is no to having met him lately.
1102,5,"Sending out an application implies the person is doing something right now, though it does not explicitly say so."
1103,6,Training with Lukas at the gym directly supports that they usually exercise together.
1104,7,Saying the grandfather passed away recently clearly answers yes to a death in the family.
1105,7,Saying Paris is about 1000 km away directly answers that it is very far.
1106,7,A six hour drive clearly indicates that it takes a long time to get there.
1107,3,"A train delay suggests the journey is not going as planned, but it is not a direct yes/no answer."
1108,7,Saying there is still some left directly means they have not finished the cereal.
1109,1,"If it is not due for three months, then the deadline is definitely not next week."
1110,7,Always congested with cars directly supports that there is usually a lot of traffic.
1111,7,Being vegetarian directly means she does not eat meat.
1112,7,Having the flu clearly means John is sick.
1113,7,Running for hours every day strongly indicates she trains daily.
1114,7,"If she just woke up, she is not still sleeping."
1115,1,"If it comes out next week, it is not being released today."
1116,6,"Having used a drill before strongly suggests yes, though it is phrased as experience rather than a direct confirmation."
1117,3,"Celebrating tonight suggests the party is not tomorrow, but the answer is indirect."
1118,7,Moving out tomorrow clearly means leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is not an exact synonym."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so the answer is no."
1122,1,Working at an NGO is not working for a corporate company.
1123,7,Authoring many successful books directly indicates he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,6,Calling pandas an endangered species strongly implies there are not many left.
1126,7,Enrolling at the gym directly means they joined a fitness studio.
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long strongly suggests they used to have long hair.
1129,2,"A business trip is not a vacation, so the answer is likely no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, then she has to hand it in soon."
1132,7,Sleeping only four hours clearly means it was a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,1,"If Mark is still missing, then not everyone is here."
1137,6,"Being Chinese strongly suggests coming from Asia, though it is not perfectly identical."
1138,4,"The line went dead suggests the call ended, but it is somewhat indirect and could be ambiguous."
1139,5,"Having domestics suggests someone is taking care of the house, but it is not fully explicit."
1140,1,Just opened means the bar has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,7,Only a few guests over for dinner directly means there is a small gathering.
1144,1,Only one week off work means they do not have two weeks of holiday.
1145,7,Going to have a baby clearly means she is pregnant.
1147,7,Still owing the bank money directly means the debts have not been paid back.
1148,7,Only having water directly means he did not drink a cocktail.
1149,2,"An orchard is not the same as a vegetable garden, so this is likely no."
1150,1,Being 25 years old means he is not underage.
1151,7,Extremely expensive tuition directly indicates it is not affordable.
1152,7,A bank transfer a few moments ago clearly means she has paid them.
1153,7,"If they cannot swim yet, they are not good at swimming."
1154,7,Being healthy again clearly means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,7,Watering them regularly strongly indicates someone took care of the plants.
1157,7,"If he was already dead by then, he was not alive in the 80s."
1158,6,A thick ice layer strongly suggests the lake is frozen.
1159,1,Being in the advanced course means they are not a beginner.
1160,6,Seeing a doctor strongly suggests seeking medical advice.
1161,1,Going out with friends means they did not stay home.
1162,6,Voting yesterday strongly suggests there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer the questions.
1165,1,Being in the changing room means she is not out on the tennis field.
1166,6,"Being compensated strongly suggests he got the money back, though it is not exact wording."
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician.
1169,5,"Being in Japan for several months suggests he has travelled in Asia, but it is not fully explicit."
1170,7,Aiming for the mountain top directly means the goal is the summit.
1171,7,"If the customer received it, then the package got to him."
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,A really poor resolution strongly suggests the screen has a bad image.
1175,7,Graduating from medical school last year clearly means she completed her medical studies.
1176,1,A private property is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,"Sending out an application suggests looking for a job, but it is indirect."
1203,6,Training with Lukas at the gym strongly suggests they know each other.
1204,4,"The grandfather passing away may imply inheritance or ownership changes, but it does not clearly answer whether it is his property now."
1205,7,Being about 1000 km away directly means it takes long to drive there.
1206,7,A six hour drive directly means Munich is far from here.
1207,3,"A train delay suggests they may not be home by noon, but it is not a direct answer."
1208,2,"Saying there is still some left suggests cereal has not been bought or at least not fully used up, but the answer is not direct."
1209,1,"If it is not due for three months, they likely have not started yet."
1210,5,"Congested streets suggest they may be late to the cinema, but it is indirect."
1211,1,Being vegetarian means she is unlikely to come to a steak house.
1212,7,Having the flu clearly means John is staying home.
1213,5,"Running for hours every day suggests she trains regularly, but it does not directly confirm marathon registration."
1214,1,Just woke up means she did not already have breakfast.
1215,1,"If it comes out next week, then they have not seen it yet."
1216,6,Having used one before strongly suggests knowing how to use a drill.
1217,1,Celebrating tonight does not fit having failed the exam.
1218,3,"Moving out tomorrow suggests a breakup or separation, but it is not certain."
1219,6,"Always falling behind strongly suggests he was fired, though it is not explicit."
1220,6,Being famous for surfing strongly suggests there are big waves here.
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually implies not making a lot of money.
1223,6,Authoring many successful books strongly suggests he is famous.
1224,1,Still analyzing it means the data was not presented at the meeting.
1225,7,Endangered species directly means hunting pandas is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, but it is not explicit."
1227,1,"If the thesis is not complete yet, they have not graduated."
1228,2,"Saying the hair was way too long suggests they may not have gotten it cut, but it is indirect."
1229,1,A business trip means it was not a sightseeing vacation.
1230,1,Needing a larger one means they did not buy the one-room flat.
1231,5,"A deadline tomorrow suggests she is likely stressed, but it is not directly stated."
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight under that discount."
1234,7,Got wounded directly means the cat should be taken to the vet.
1235,1,"If Mark is still missing, then we are not ready to go."
1237,5,"Being Chinese suggests ability to cook Cantonese rice, but it is not guaranteed."
1238,4,"The line went dead interrupts communication, but it does not clearly say whether the issue was told."
1239,5,"Having domestics suggests the house is tidy, but it is not a direct yes."
1240,1,Just opened means the bar has not been tried yet.
1241,6,A house full of history books strongly suggests a passion for history.
1243,2,"Only a few guests suggests the saucepan may be big enough, but the answer is indirect and uncertain."
1244,1,Only one week off work means they will not take a two-week trip.
1245,7,Going to have a baby clearly means she is avoiding alcohol.
1247,7,Still owing the bank money directly means they got a new loan or still have debt.
