id,score,rationale
1101,2,Not seeing Martin for ages strongly implies the answer is no to having met him lately.
1102,5,"Sending out an application suggests the person is currently occupied, so it likely answers yes to doing something right now."
1103,6,Training with Lukas at the gym directly supports that they usually exercise together.
1104,7,Saying the grandfather passed away recently directly answers yes to a death in the family.
1105,7,"Saying Paris is about 1000 km away directly answers yes, it is very far."
1106,7,A six hour drive directly indicates it takes long to get there.
1107,2,"A delay means the journey is not going as planned, so this is likely no."
1108,2,Saying there is still some left means they have not finished the cereal.
1109,1,"If it is not due for three months, then the deadline is not next week."
1110,7,Always congested with cars directly indicates there is usually a lot of traffic.
1111,7,Being vegetarian directly means she does not eat meat.
1112,7,Having the flu directly indicates he is sick.
1113,7,Running for hours every day directly supports that she trains daily.
1114,1,Just waking up means she is not still sleeping.
1115,1,"If it comes out next week, it is not being released today."
1116,6,"Having used a drill before strongly suggests yes, though it is phrased as experience rather than a direct yes."
1117,1,Celebrating tonight means the birthday party is not tomorrow.
1118,7,Moving out tomorrow directly indicates leaving the flat soon.
1119,6,"Always falling behind strongly suggests he is a slacker, though it is slightly inferential."
1120,7,Being famous for surfing directly answers that the area is popular for something.
1121,1,"Quite rough is the opposite of calm, so this is a clear no."
1122,1,Working at an NGO means not for a corporate company.
1123,6,Authoring many successful books strongly indicates he is a writer.
1124,1,Still analyzing it means the data work is not finished.
1125,7,Being an endangered species directly implies there are not many left.
1126,6,"Enrolling at the gym strongly suggests joining a fitness studio, though not perfectly identical wording."
1127,1,"If the thesis is not complete yet, it has not been finished."
1128,6,Saying the hair was way too long strongly suggests it used to be long.
1129,1,"A business trip is not a vacation, so this is no."
1130,1,Needing a larger one means a one-room flat is not enough.
1131,7,"If the deadline is tomorrow, then she has to hand it in soon."
1132,7,Sleeping only four hours directly indicates a short night.
1133,1,"If the offer had already expired, the flight was not still discounted."
1134,7,Got wounded directly means the cat is hurt.
1135,1,"If Mark is still missing, then not everyone is here."
1137,6,"Being Chinese strongly suggests coming from Asia, though it is not a strict logical equivalence."
1138,4,"The line went dead suggests the call ended, but it is somewhat indirect and could be interpreted in different ways."
1139,5,"Having domestics suggests someone is taking care of the house, but it is not perfectly explicit."
1140,2,Just opened means it has not been there for long.
1141,6,A house full of history books strongly suggests he owns many books.
1143,7,Only a few guests over for dinner directly indicates a small gathering.
1144,1,Only one week off means they do not have two weeks of holiday.
1145,7,Going to have a baby directly indicates pregnancy.
1147,1,Still owing the bank money means the debts have not been paid back.
1148,1,Only had water means he did not drink a cocktail.
1149,2,"Owning an orchard suggests fruit trees, not necessarily a vegetable garden, so this is likely no."
1150,1,Being 25 years old means he is not underage.
1151,1,Extremely expensive tuition means it is not affordable.
1152,7,A bank transfer a few moments ago directly indicates she has paid.
1153,1,Cannot swim yet means they are not good at swimming.
1154,7,Being healthy again directly means the cold is gone.
1155,7,Not allowed to get closer directly means it is forbidden to approach.
1156,6,Watered them regularly strongly suggests someone took care of the plants.
1157,1,Already dead by then means he was not alive in the 80s.
1158,6,A thick ice layer strongly suggests the lake is frozen.
1159,1,Being in the advanced course means not a beginner.
1160,6,Seeing a doctor strongly suggests seeking medical advice.
1161,1,Going out with friends means he did not stay home.
1162,6,Voting yesterday strongly suggests there was an election recently.
1163,7,Spotless directly means completely clean.
1164,1,Submitting a blank sheet means they did not answer all questions.
1165,1,Just got into the changing room means she is not out on the tennis field.
1166,6,Being compensated strongly suggests he got the money back.
1167,1,No one has responded means nobody answered the ad.
1168,1,Not playing any instrument means he is not a musician.
1169,5,"Being in Japan for several months suggests travel in Asia, but it is not fully explicit."
1170,7,Aiming for the mountain top directly means the goal is the summit.
1171,7,The customer received it directly means the package was delivered.
1173,1,Skipping the last four lessons means she did not attend the whole course.
1174,6,Poor resolution strongly suggests the screen has a bad image.
1175,7,Graduating from medical school last year directly means she completed her medical studies.
1176,1,Private property means it is not a public building.
1201,2,"Not seeing him for ages suggests they are not still good friends, or at least not in close contact."
1202,5,"Sending out an application suggests looking for a job, though it is slightly indirect."
1203,6,Training with him at the gym strongly suggests knowing Lukas.
1204,4,"The grandfather passing away may relate to ownership, but the answer does not clearly address whether it is his property now."
1205,7,Being about 1000 km away directly means it takes long to drive there.
1206,7,A six hour drive directly means Munich is far from here.
1207,2,A delay means he likely will not be home by noon.
1208,2,"There is still some left implies cereal has not been bought or at least not fully used up, so likely no."
1209,1,"If it is not due for three months, then they have not started writing the essay in the sense implied."
1210,7,Streets always congested with cars directly suggests they will be late.
1211,1,"Being vegetarian means she is not coming to a steak house for steak, so likely no."
1212,7,Having the flu directly indicates he is staying home.
1213,5,"Running for hours every day suggests training for the marathon, but it is not a direct registration answer."
1214,1,Just woke up means she did not have breakfast already.
1215,1,"If it comes out next week, then he has not seen it yet."
1216,6,Having used one before strongly suggests knowing how to use a drill.
1217,1,Celebrating tonight is inconsistent with having failed the exam.
1218,5,"Moving out tomorrow suggests breaking up, but it is not explicit."
1219,6,"Always falling behind strongly suggests he was fired, though it is inferential."
1220,6,Being famous for surfing strongly suggests there are big waves.
1221,1,Quite rough means the sea is not safe to swim in.
1222,1,Working at an NGO usually implies not making a lot of money.
1223,6,Authoring many successful books strongly suggests he is famous.
1224,1,Still analyzing it means he did not present the data at the meeting.
1225,7,Endangered species directly means hunting them is not legal.
1226,5,"Enrolling at the gym suggests trying to lose weight, but it is not explicit."
1227,1,"If the thesis is not complete yet, she has not graduated."
1228,2,"Saying the hair was way too long suggests no haircut, so likely no."
1229,1,A business trip means it was not for sightseeing vacation.
1230,1,Needing a larger one means he did not buy that one-room flat.
1231,5,"A deadline tomorrow suggests she may be stressed, but it is not directly stated."
1232,6,Sleeping only four hours strongly suggests being tired.
1233,1,"If the offer had already expired, he did not book the flight under that discount."
1234,7,Got wounded directly means the cat should be brought to the vet.
1235,1,"If Mark is still missing, then we are not ready to go."
1237,5,"Being Chinese suggests ability to cook cantonese rice, but this is not guaranteed and is somewhat indirect."
1238,4,"The line went dead suggests the conversation ended, but it does not clearly say whether the issue was told."
1239,5,"Having domestics suggests the house is tidy, but it is not a direct statement."
1240,2,"Just opened means the bar has not been there for long, so likely no."
1241,6,A house full of history books strongly suggests a passion for history.
1243,2,"Only few guests over suggests the saucepan is probably big enough, but the answer is indirect and not certain."
1244,1,Only one week off work means they will not take a two-week trip.
1245,7,Going to have a baby directly indicates avoiding alcohol.
1247,1,Still owing the bank money means no new loan has been paid off; it does not support getting a new loan.
1248,1,Only had water means he is not drunk.
1249,1,"Owning an orchard does not mean buying fruit in the supermarket, so likely no."
1250,1,Being 25 years old means he is not at elementary school age.
1251,1,Extremely expensive tuition means Harvard is not an affordable option.
1252,7,A bank transfer a few moments ago directly indicates she accepted the deal.
1253,1,"Cannot swim yet means the kids did not go to the swimming pool for swimming ability, so likely no."
1254,7,Being healthy again directly means she is no longer taking those pills.
1255,7,Not allowed to get closer directly indicates the area is contaminated or restricted.
1256,6,Watered them regularly strongly suggests the plants are still alive.
1257,1,Already dead by then means the artwork could not have been created by him in 1981.
1258,6,A thick ice layer strongly suggests it is ice skating season.
1259,1,Being in the advanced course means not a beginner.
1260,6,Seeing a doctor strongly suggests having been sick.
1261,1,Going out with friends means he did not go to bed early.
1262,6,Voting yesterday strongly suggests the members can elect a representative.
1263,7,Spotless directly means the car is back clean from the wash.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Just got into the changing room means she is not dressed for the tennis game yet.
1266,6,Being compensated strongly suggests he settled the lawsuit.
1267,1,No one has responded means the house has not been sold.
1268,1,Not playing any instrument means he is not part of the marching band.
1269,5,"Being in Japan for several months suggests he has tried sushi, but it is not certain."
1270,7,Aiming for the mountain top directly means the whole way is uphill.
1271,7,The customer received it directly means the package was shipped and delivered.
1273,1,Skipping the last four lessons means she is not very dedicated to the course.
1274,5,"Poor monitor resolution can strain eyes, but the answer is indirect rather than explicit."
1275,7,Graduating from medical school directly means she is a medical doctor.
1276,1,"Private property means he has not been inside that building, or at least not legally."
2101,5,"Needing to revise topics suggests yes, they have to study for the test."
2102,5,"An interesting new movie suggests something has come out recently, but it is not fully explicit."
2103,7,"Quite chilly directly answers yes, it is cold."
2105,5,"Heard good things about that book suggests some knowledge, but not necessarily about the novel itself."
2106,6,Pulling a muscle last time strongly suggests getting injured at yoga class.
2107,6,Cannot find my phone strongly suggests it has been lost.
2108,7,Minus 20 degrees directly means it is cold outside.
2109,7,Just entered a church directly means they are in a religious building.
2110,6,Training very hard strongly suggests workouts are usually difficult.
2113,5,"Working on an exhausting task suggests yes, but it is not a direct answer to whether they were working today."
2114,1,Not bringing a bikini means they do not have swimming gear with them.
2115,1,Not having time directly means they are not free at the moment.
2116,1,Watching it last month means they did not watch it yesterday.
2117,7,Being on a diet directly indicates eating less than usual.
2118,1,Being a Muslim means they do not practise Hinduism.
2119,7,Head spinning after beers directly indicates not feeling ok.
2120,1,Very tired means not feeling energetic.
2121,1,Being broke means they do not have money saved up.
2122,6,Having used one already in the past strongly suggests prior experience with a chainsaw.
2123,1,11 p.m. means it is not morning in Los Angeles.
2124,1,Having a hangover means not feeling good.
2125,1,Being diabetic means they are not free of chronic disease.
2127,7,Usually getting seasick directly indicates they do not feel well on boats.
2128,7,My toothache is gone directly means the teeth are no longer hurting.
2129,5,"Several bus stops before the destination suggests many stations on the way, though it is not exact."
2130,7,Should not staple them directly means it is not allowed to staple the documents.
2131,7,Very light directly answers that the luggage does not weigh much.
2132,7,"Having to get up at 5 am directly means yes, they need to wake up early tomorrow."
2134,1,French being the native language means Spanish is not the mother tongue.
2135,7,Does not work directly means the remote is unusable.
2136,7,Wolves being very common here directly indicates wild animals are present.
